,PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
247,2400003,ECHO VALLEY MHP,Luzerne,Ground water,490,3,3.960745269,6.605497265,Private,142,Urban,1,0,1,0,1,0,1,1,22.918921166775387,-0.670144896713812,-1.4094945341597818,-21.918921166775387
248,2400007,LEHMAN HOME PARK,Luzerne,Ground water,63,3,1.68391506,6.463781487,Private,28,Rural,3,0,3,1,0,0,1,1,34.3234545494243,-0.6417614578960107,-1.2100855245582973,-31.323454549424298
249,2400008,TOWER 80 81 LLC,Luzerne,Ground water,55,4,3.48547855,7.642071122000001,Private,51,Rural,3,0,3,1,0,0,1,1,33.264330216509684,-0.6396577446710241,-1.198359578701446,-30.264330216509684
250,2400012,AQUA PA FIELDCREST,Luzerne,Ground water,110,3,2.547384442,38.14869369,Private,45,Rural,4,0,4,1,0,0,1,1,34.61817665123021,-0.6220091051394787,-1.1096173523402013,-30.618176651230208
251,2400017,CHASE MANOR WATER ASSOC,Luzerne,Ground water,95,4,2.939438571,44.79423083,Private,43,Urban,1,0,1,0,1,0,1,1,24.02665680884148,-0.6718863865974359,-1.4251573979142689,-23.02665680884148
252,2400023,KEYSTONE JOB CORPS CENTER,Luzerne,Ground water,500,9,6.728954624,14.42486378,Federal government,34,Urban,48,1,49,0,1,1,1,1,24.042767284864762,0.7277349803752192,0.5672319460185624,24.957232715135238
253,2400024,BONHAMS NURSING AND REHAB CTR,Luzerne,Ground water,166,5,4.244698579,3.359211961,Private,1,Rural,25,0,25,1,0,0,1,1,32.70920864048249,-0.16568392929037773,-0.18071444047915683,-7.709208640482487
254,2400027,THE GARDENS AT LAKESIDE,Luzerne,Ground water,91,3,4.56303602,3.4940641360000004,Private,1,Rural,2,0,2,1,0,0,1,1,32.52674618084514,-0.6597237446808049,-1.324873836652233,-30.526746180845137
255,2400029,AQUA PA SHICKSHINNY LAKE,Luzerne,Ground water,250,8,3.8734107389999997,0.0,Private,198,Rural,2,2,4,1,0,0,1,1,32.84356055915251,-0.6173801775481514,-1.0887563108657001,-28.843560559152507
256,2400031,FOUR SEASONS ESTATES MHP,Luzerne,Ground water,98,4,5.229736077,20.08272135,Private,43,Urban,100,0,100,0,1,0,1,1,22.634267206699516,2.3947898997551507,1.382108400745968,77.36573279330048
257,2400034,LAUREL RUN ESTATES,Luzerne,Ground water,340,5,5.818966962999999,19.60385812,Private,116,Rural,1,1,2,1,0,0,1,1,32.19440427897982,-0.6592258695908026,-1.321275580894533,-30.194404278979817
258,2400036,COUNTRY CREST MHP,Luzerne,Ground water,150,4,1.106154185,0.0,Private,53,Rural,62,3,65,1,0,0,1,1,34.51074914616745,0.6213042394006638,0.4982444458823381,30.48925085383255
259,2400038,UMH VALLEY STREAM,Luzerne,Ground water,384,9,1.394541416,4.16249669,Private,100,Urban,151,0,151,0,1,0,1,1,23.951477136643973,3.7186189146973208,1.8517857837137917,127.04852286335603
260,2400039,HANSONS LANDING MHP,Luzerne,Ground water,86,3,6.542651308,8.760111865,Private,32,Urban,1,0,1,0,1,0,1,1,21.919929364747123,-0.6684252711393549,-1.3945905667100889,-20.919929364747123
261,2400041,COUNTRY VILLAGE MHP,Luzerne,Ground water,175,3,4.306490871,4.870933461,Private,44,Rural,1,0,1,1,0,0,1,1,32.71049781624517,-0.681485561133641,-1.5245766891186157,-31.710497816245173
262,2400042,BEECHCREST MHP,Luzerne,Ground water,25,3,3.325367501,0.392465789,Private,15,Rural,7,0,7,1,0,0,1,1,33.177078811757575,-0.5547150247450675,-0.864854910822127,-26.177078811757575
263,2400043,PLEASANT VIEW MHP,Luzerne,Ground water,101,6,2.523776659,2.686626825,Private,50,Rural,17,0,17,1,0,0,1,1,33.71490525571572,-0.3485944609406293,-0.4313338312922848,-16.71490525571572
264,2400046,COUNTRY ESTATES MHP,Luzerne,Ground water,25,3,2.426796386,1.511964045,Private,15,Rural,4,0,4,1,0,0,1,1,33.74342407677845,-0.6197877822227128,-1.0995005506072457,-29.743424076778453
265,2400048,CONYNGHAM SUGARLOAF JOINT MA,Luzerne,Ground water,3230,20,2.971640743,2.1148660219999997,Local government,882,Urban,147,0,147,0,1,1,0,1,16.77641148010705,5.417982939285486,2.3474279337015203,130.22358851989296
266,2400049,EVERGREEN ESTATES MHP,Luzerne,Ground water,80,6,2.7798935289999998,0.0,Private,27,Rural,3,0,3,1,0,0,1,1,33.4925240041767,-0.6401221596424129,-1.2009234723329256,-30.4925240041767
267,2400050,COUNTRY PINES MHP,Luzerne,Ground water,280,6,3.192447379,0.0,Private,90,Rural,1,0,1,1,0,0,1,1,33.24619521419394,-0.681914848048815,-1.5296745325936687,-32.24619521419394
268,2400051,VALLEY VIEW MHP,Luzerne,Ground water,480,3,4.514575024,4.62165142,Private,170,Rural,2,1,3,1,0,0,1,1,32.58278044198574,-0.6382322450108281,-1.190574570764006,-29.58278044198574
269,2400052,DALLAS MHP,Luzerne,Ground water,86,4,3.647490618,1.967718497,Private,40,Rural,12,0,12,1,0,0,1,1,33.025784910121025,-0.44758048488576785,-0.6072479319431209,-21.025784910121025
270,2400053,AQUA PA HEX ACRES,Luzerne,Ground water,255,8,1.367172328,0.0,Private,102,Rural,4,0,4,1,0,0,1,1,34.34994400502408,-0.6213399006277524,-1.106548358198077,-30.349944005024078
271,2400054,FREELAND BORO MUNI WATER AUTH,Luzerne,Ground water,4610,18,6.635704447,4.1318521839999995,Local government,2214,Urban,37,0,37,0,1,1,0,1,15.735820909544012,0.9423010115707842,0.6971191525337795,21.26417909045599
272,2400055,MAPLE LANE ESTATES,Luzerne,Ground water,200,5,6.453058163,9.845877297000001,Private,65,Rural,18,0,18,1,0,0,1,1,31.59678558428017,-0.30242556234476226,-0.3609531745512538,-13.59678558428017
273,2400060,SWEET VALLEY MHP,Luzerne,Ground water,60,4,1.9441346290000001,0.0,Private,32,Rural,2,0,2,1,0,0,1,1,33.99714913480032,-0.6618106152459594,-1.3402877693028963,-31.997149134800317
274,2400063,WHIPPERWILL MHP,Luzerne,Ground water,25,3,3.451291522,5.104564559,Private,15,Rural,45,0,45,1,0,0,1,1,33.22077065504426,0.2492862488673588,0.22488367913741444,11.779229344955738
275,2400066,AQUA PA WAPWALLOPEN,Luzerne,Ground water,239,6,1.893237175,5.484982909,Private,69,Rural,4,0,4,1,0,0,1,1,34.1697952271861,-0.6208845996322474,-1.1044708464972266,-30.1697952271861
276,2400068,HYLAND MHP,Luzerne,Ground water,75,3,5.979972012,2.323639551,Private,30,Rural,8,1,9,1,0,0,1,1,31.684341503959605,-0.5031714860745046,-0.7284382121454775,-22.684341503959605
277,2400073,SUEZ WATER PA BROWN MANOR,Luzerne,Ground water,91,3,4.195465083,5.098708164,Private,91,Rural,0,0,0,1,0,0,1,1,32.78120068656502,-0.7029878646499507,-2.051686981126653,-32.78120068656502
278,2400076,SUEZ WATER PA DALLAS,Luzerne,Ground water,5113,26,3.164825603,3.272360438,Private,985,Urban,1,0,1,0,1,0,0,1,15.270352299890655,-0.6513458342720833,-1.2693529328216744,-14.270352299890655
279,2400078,AQUA PA FOREST PARK,Luzerne,Ground water,420,8,1.259605968,5.846853092000001,Private,155,Rural,2,1,3,1,0,0,1,1,34.56888096149975,-0.6422306821115489,-1.2127409160594123,-31.56888096149975
280,2400079,AQUA PA PENN LAKE,Luzerne,Ground water,150,3,2.3976743480000002,0.188955758,Private,61,Rural,2,0,2,1,0,0,1,1,33.7271958731276,-0.6614410154878374,-1.337517691557745,-31.7271958731276
281,2400082,OVERBROOK WATER COMPANY,Luzerne,Ground water,475,8,3.45389493,12.747268400000001,Private,175,Urban,6,0,6,0,1,0,1,1,23.235567441891654,-0.5198516421884956,-0.7695089447049629,-17.235567441891654
282,2400083,AQUA PA APPLEWOOD,Luzerne,Ground water,82,3,4.239816262,4.013151368,Private,32,Urban,2,0,2,0,1,0,1,1,22.76002551403984,-0.6390964037882574,-1.1956134691950895,-20.76002551403984
283,2400085,AQUA PA BARRETT,Luzerne,Ground water,107,3,2.477531994,4.251533696,Private,41,Rural,2,0,2,1,0,0,1,1,33.782835908303554,-0.6615176731930026,-1.3380907714822727,-31.782835908303554
284,2400086,INDIAN SPRINGS WATER CO,Luzerne,Ground water,137,3,2.956370078,8.624920921000001,Private,55,Rural,39,0,39,1,0,0,1,1,33.60576364898945,0.11286112311377053,0.10736895257977008,5.394236351010548
285,2400088,BEAVER BROOK ASSOC,Luzerne,Ground water purchased,200,3,4.623212894,12.89564279,Private,55,Urban,28,0,28,0,1,0,1,1,22.75702076310814,0.16142594930375243,0.15057262751772063,5.242979236891859
286,2400089,AQUA PA GARBUSH,Luzerne,Ground water,200,4,3.047881028,39.43495852,Private,81,Urban,2,0,2,0,1,0,1,1,23.882932172552813,-0.6423170315314652,-1.2135658713924489,-21.882932172552813
287,2400090,SCI DALLAS,Luzerne,Surface water purchased,2900,7,2.288124067,36.4097352,State government,1,Urban,33,0,33,0,1,1,1,0,22.771958355964117,0.3147065605279198,0.2773776648041,10.228041644035883
288,2400091,SUEZ WATER PA SHAVERTOWN,Luzerne,Ground water,3035,6,3.603248865,13.64841553,Private,361,Urban,0,0,0,0,1,0,0,1,15.270576631489838,-0.6969892875491281,-1.860109777852727,-15.270576631489838
289,2400095,AQUA PA OAKHILL,Luzerne,Ground water,486,8,2.815097643,1.908334444,Private,156,Rural,3,0,3,1,0,0,1,1,33.51985101495292,-0.6401773542542422,-1.2012291029113957,-30.51985101495292
290,2400096,TOWN & COUNTRY WATER ASSOC,Luzerne,Ground water,79,4,1.669516433,38.20232273,Private,39,Urban,23,0,23,0,1,0,1,1,24.45644495938506,-0.041757753271660675,-0.04260778116604463,-1.4564449593850597
291,2400101,AQUA PA RHODES TERRACE,Luzerne,Ground water,68,3,6.160625583,6.083210286,Private,27,Rural,2,0,2,1,0,0,1,1,31.672153854090464,-0.6584225589678325,-1.3155314058993557,-29.672153854090464
292,2400102,AQUA PA WARDEN PLACE,Luzerne,Ground water,175,6,6.573717883,6.939867044,Private,70,Urban,2,0,2,0,1,0,1,1,21.877562910803437,-0.6363361303429581,-1.1807455169974659,-19.877562910803437
293,2400103,SUEZ WATER PA HARVEYS LAKE,Luzerne,Ground water,200,6,6.048910156,5.904577882000001,Private,100,Urban,0,0,0,0,1,0,1,1,22.066660498871983,-0.7004289885349381,-1.9543697039778305,-22.066660498871983
294,2400104,AQUA PA MIDWAY,Luzerne,Ground water,2500,11,4.053476139,5.241097986000001,Private,616,Urban,8,1,9,0,1,0,0,1,15.051890765587904,-0.2801726800151748,-0.32902847650231354,-6.051890765587904
295,2400108,AQUA PA WHITE HAVEN,Luzerne,Ground water,1200,11,4.81842048,0.52470077,Local government,453,Rural,4,0,4,1,0,1,0,1,23.311763290685935,-0.5805891630505343,-0.9468969540767621,-19.311763290685935
296,2400109,WHITE HAVEN CENTER,Luzerne,Ground water,659,8,5.307159403,1.6826033919999999,State government,22,Rural,15,0,15,1,0,1,1,1,35.12301161248293,-0.4029650995517355,-0.5229291768951592,-20.123011612482927
297,2400110,COUNTRY CLUB APTS,Luzerne,Ground water,240,4,3.5426366430000003,1.1104891909999999,Private,120,Urban,3,0,3,0,1,0,1,1,22.99511627999757,-0.6093228296514492,-1.054460844691347,-19.99511627999757
298,2400111,AQUA PA LAUREL LAKES VILLAGE,Luzerne,Ground water,475,9,4.669107199,6.947138484,Private,190,Urban,4,0,4,0,1,0,1,1,22.636116883089887,-0.5768183868120101,-0.934216122118285,-18.636116883089887
299,2400113,ORCHARD WEST WATER ASSOC,Luzerne,Ground water,90,4,3.2121496080000003,10.01956671,Private,45,Urban,24,0,24,0,1,0,1,1,23.288126758683664,0.021423261489686794,0.021211006754457643,0.7118732413163364
300,2400114,AQUA PA BEECH MOUNTAIN,Luzerne,Ground water,2325,6,4.521136745,3.9823179619999998,Private,930,Rural,3,0,3,1,0,0,0,1,21.44337611186772,-0.6022420706763486,-1.0259582269445118,-18.44337611186772
301,2400115,EEI MEADOWS COMPLEX,Luzerne,Ground water,628,5,3.016879253,1.6382786919999999,Private,5,Urban,35,0,35,0,1,0,1,1,23.221745254034328,0.35545978323614086,0.3089885133412653,11.778254745965672
302,2400116,FRITZINGERTOWN SR LIV COMM #1,Luzerne,Ground water,66,4,5.324048045,14.55304167,Private,1,Urban,3,0,3,0,1,0,1,1,22.501656368753288,-0.6071758261575427,-1.0456564885961468,-19.501656368753288
303,2400117,THE GARDENS AT BUTLER,Luzerne,Ground water,100,3,4.195890239,8.148482364,Private,2,Rural,32,0,32,1,0,0,1,1,32.856766009977946,-0.01833127913756991,-0.018491846185061365,-0.8567660099779459
304,2400126,VALLEY GORGE MH PARK LLC,Luzerne,Ground water,60,5,4.881570017,0.638210797,Private,38,Rural,3,0,3,1,0,0,1,1,32.271997421019236,-0.6375623957029042,-1.186959514396599,-29.271997421019236
305,2400128,PAW SUTTON HILLS,Luzerne,Ground water,185,3,2.5007206369999997,31.077590899999997,Private,78,Urban,0,0,0,0,1,0,1,1,23.96571149083385,-0.7010467862819865,-1.9750032042168317,-23.96571149083385
306,2400136,SANDY RUN ASSOC,Luzerne,Ground water,47,3,6.762888284,3.8770418810000002,Private,21,Rural,4,0,4,1,0,0,1,1,31.280357680000947,-0.6128711333187455,-1.0692153752104345,-27.280357680000947
307,2400139,FRITZINGERTOWN SR LIV COMM #2,Luzerne,Ground water,118,4,5.67215456,14.98731086,Private,1,Urban,0,0,0,0,1,0,1,1,22.369291838285253,-0.7005343508672964,-1.9577865359112383,-22.369291838285253
308,2400140,AQUA PA SAND SPRINGS,Luzerne,Ground water,840,5,3.470569274,7.709230109,Private,283,Rural,2,0,2,1,0,0,0,1,21.912052698404892,-0.6364481374890684,-1.1813399937628795,-19.912052698404892
309,2400144,AQUA PA ST JOHNS ESTATES,Luzerne,Ground water,95,3,4.35835243,14.58176625,Private,38,Urban,2,0,2,0,1,0,1,1,22.89434850461267,-0.6394981058140906,-1.1978160736774708,-20.89434850461267
310,2400145,SISTERS OF MERCY,Luzerne,Ground water,140,4,3.234954402,1.231624957,Private,1,Urban,1,0,1,0,1,0,1,1,23.124185044433148,-0.6704800430687983,-1.4124627958591947,-22.124185044433148
311,2400146,PROVIDENCE PLACE OF HAZLETON,Luzerne,Ground water,140,3,6.254290745,8.453360683,Private,1,Urban,74,1,75,0,1,0,1,1,22.028203000857502,1.6843072558558259,1.0791780719803954,52.9717969991425
312,2400147,AQUA PA GREENBRIAR,Luzerne,Ground water,120,3,2.655168015,2.3151888769999998,Private,57,Urban,2,0,2,0,1,0,1,1,23.384515005987605,-0.6409252672331005,-1.205724656755001,-21.384515005987605
313,2400149,AQUA PA YALICK FARMS,Luzerne,Ground water,178,4,2.4203759369999998,0.128838848,Public/Private,281,Urban,2,0,2,0,1,0,0,1,15.438319359122998,-0.6068007530020644,-1.0444613517799117,-13.438319359122998
314,2401021,CAN DO CORPORATE CENTER,Luzerne,Ground water,930,3,4.267932474,8.94612421,Private,8,Rural,1,0,1,1,0,0,1,1,32.8342706967544,-0.6815859819566205,-1.5257631006711927,-31.834270696754402
315,2408001,HCA ROAN FILTER PLANT,Luzerne,Surface water,45000,32,7.21733799,29.59300059,Local government,15152,Urban,3,0,3,0,1,1,0,0,13.659024569381256,-0.5428881623452759,-0.8310594735838297,-10.659024569381256
316,2408007,HCA DELANO PARK PLACE,Luzerne,Ground water,1017,8,2.178913222,55.51904498,Local government,338,Rural,5,0,5,1,0,1,0,1,25.47872205373033,-0.5638152409220111,-0.8924423119290034,-20.47872205373033
317,2408011,HCA TOMHICKEN,Luzerne,Ground water,125,4,2.847692825,2.175006911,Local government,40,Rural,0,0,0,1,0,1,1,1,36.716905340225246,-0.7035565496856631,-2.0788402652833375,-36.716905340225246
318,2408012,HCA DERRINGER FERN GLEN,Luzerne,Ground water,275,4,5.375941666,7.2031484589999994,Local government,90,Rural,7,0,7,1,0,1,1,1,35.22680855210973,-0.5635905387456277,-0.8916954901032856,-28.22680855210973
319,2409010,PAW NESBITT,Luzerne,Surface water,52640,6,6.149386682,12.54809961,Private,23311,Urban,0,0,0,0,1,0,0,0,12.54243797574672,-0.6945902855393334,-1.8081557389437544,-12.54243797574672
320,2450002,BROOKMONT HEALTH CARE CENTER,Monroe,Ground water,229,3,5.754036985,18.65220547,Private,1,Urban,2,0,2,0,1,0,1,1,22.398634704577002,-0.6379919964390871,-1.1896094530237518,-20.398634704577002
321,2450004,SMITHFIELD COURT,Monroe,Ground water,50,3,7.690277001,24.45363151,Private,24,Urban,31,2,33,0,1,0,1,1,21.731195388282018,0.3631481453362161,0.3148638398489625,11.268804611717982
322,2450005,BARTON COURT,Monroe,Ground water,118,6,5.048185926,20.18181607,Private,58,Urban,1,0,1,0,1,0,1,1,22.70961912042872,-0.6697969923636192,-1.4064356960501974,-21.70961912042872
323,2450006,MAPLE ROCK TRAILER COURT,Monroe,Ground water,50,3,5.999376408,28.19810225,Private,45,Urban,31,1,32,0,1,0,1,1,22.462354480861045,0.2974644525711543,0.2637585050410169,9.537645519138955
324,2450008,BIRCHWOOD TRAILER PARK,Monroe,Ground water,389,7,5.554624942999999,12.42129516,Private,36,Urban,16,1,17,0,1,0,1,1,22.37285593695878,-0.16823407498360443,-0.18377194178642067,-5.3728559369587785
325,2450009,FAWN VALLEY SOUTH & NORTH,Monroe,Ground water,100,6,2.1645825419999998,7.448494725,Private,24,Rural,20,3,23,1,0,0,1,1,34.05490655349642,-0.22826834130965062,-0.25877417669676545,-11.054906553496423
326,2450015,LAKE OF THE PINES,Monroe,Ground water,1200,10,5.516208842999999,50.13957064,Private,420,Urban,26,2,28,0,1,0,0,1,15.170300825762173,0.5893899506144122,0.476874039032299,12.829699174237827
327,2450018,DEER RUN MOBILE HOME PARK,Monroe,Ground water,54,3,2.7312690280000003,10.73454701,Private,18,Urban,7,4,11,0,1,0,1,1,23.502098769003325,-0.3728511235501549,-0.47089735783542885,-12.502098769003325
328,2450020,BUCK HILL FALLS WATER CO,Monroe,Surface water,876,9,8.367626324,20.89396094,Private,350,Rural,25,0,25,1,0,0,0,0,17.44375633265972,0.30252019142365816,0.2677665166117369,7.556243667340279
329,2450022,DELAWARE WATER GAP BORO,Monroe,Ground water,850,8,8.722267022999999,20.470354399999998,Local government,428,Urban,56,0,56,0,1,1,0,1,15.347923785426113,1.8462649141070524,1.1525228668456773,40.65207621457389
330,2450023,E STROUDSBURG BORO WATER DEPT,Monroe,Surface water,13000,16,8.230182642,32.57372402,Local government,2953,Urban,4,5,9,0,1,1,0,0,13.444030512129508,-0.22989902500694948,-0.26090588165695605,-4.444030512129508
331,2450025,TWIN FALLS MHP,Monroe,Ground water,34,3,5.629545417999999,24.30874532,Private,21,Rural,31,0,31,1,0,0,1,1,32.419036813155266,-0.030768393087826043,-0.03122554195293652,-1.419036813155266
332,2450027,GILBERT MOBILE HOME PARK,Monroe,Ground water,150,6,6.175904929,13.514432000000001,Private,47,Urban,8,0,8,0,1,0,1,1,22.14384866971113,-0.4473994409829871,-0.6069030792309661,-14.14384866971113
333,2450028,POCONO MOBILE HOME ESTATES,Monroe,Ground water,129,6,5.200098471,32.78019368,Private,96,Rural,5,1,6,1,0,0,1,1,32.87941642197861,-0.5747160713543027,-0.9271753219015045,-26.87941642197861
334,2450033,BLUE MTN VILLAGE ON CHICOLA LK,Monroe,Ground water,160,3,4.796740562,6.822043656,Private,54,Rural,0,0,0,1,0,0,1,1,32.472767327992365,-0.7029375396205518,-2.049408830995725,-32.472767327992365
335,2450034,BRODHEAD CREEK REG WATER AUTH,Monroe,Surface water,30000,18,6.3719150010000005,29.21113687,Local government,5400,Urban,65,1,66,0,1,1,0,0,13.863209594480203,2.6170164393321196,1.4681832294146704,52.1367904055198
336,2450038,WHITE ROCK MOBILE HOME PARK,Monroe,Ground water,50,3,6.9440095710000005,76.25516253,Private,22,Urban,91,1,92,0,1,0,1,1,22.904646009279983,2.113810609963369,1.2678384899878319,69.09535399072001
337,2450039,AQUA PA MOUNTAINHOME SYSTEM,Monroe,Ground water,1450,7,7.926201797999999,26.73447836,Private,529,Rural,5,0,5,1,0,0,0,1,20.526611307416466,-0.5293728010947893,-0.7941801049052665,-15.526611307416466
338,2450040,SKYTOP LODGE INC,Monroe,Ground water,300,12,7.311574798,0.0,Private,78,Rural,94,1,95,1,0,0,1,1,30.883926055077854,1.458751223461044,0.9718323370842292,64.11607394492215
339,2450044,AQUA PA HAMILTON WATER CO,Monroe,Ground water,1500,6,3.789882298,6.651761982999999,Private,443,Rural,5,0,5,1,0,0,0,1,21.769769825756725,-0.5394752767819732,-0.8214166992034578,-16.769769825756725
340,2450045,PAWC MOUNTAIN TOP ESTATES,Monroe,Ground water,183,4,7.25472663,38.29585043,Private,81,Rural,0,0,0,1,0,0,1,1,31.825275872239835,-0.7028287563889181,-2.0445477348537398,-31.825275872239835
341,2450049,MANWALAMINK WATER COMPANY,Monroe,Ground water,3200,9,8.295223405,25.05070938,Private,604,Rural,9,0,9,1,0,0,0,1,20.36553017448802,-0.3905307200580818,-0.5010314027022732,-11.365530174488018
342,2450053,TOBYHANNA ARMY DEPOT,Monroe,Ground water,3800,19,7.531274524,70.43980635,Federal government,194,Rural,18,1,19,1,0,1,1,1,35.557143802382136,-0.32753830750198937,-0.3984936360520725,-16.557143802382136
343,2450054,SUN VALLEY WATER CO,Monroe,Ground water,120,3,3.210295941,21.20007495,Private,60,Urban,753,0,753,0,1,0,1,1,23.486966712002623,21.770197864868294,5.231793733066785,729.5130332879974
344,2450056,VILLAGE AT CAMELBACK,Monroe,Ground water,309,10,7.521972855,31.83450254,Private,104,Rural,28,1,29,1,0,0,1,1,31.518815096905488,-0.05616207683831263,-0.05771909604126373,-2.518815096905488
345,2450063,PAWC POCONO DISTRICT,Monroe,Ground water,17860,57,6.775357125,64.81891435,Private,7949,Urban,0,0,0,0,1,0,0,1,14.99817438648721,-0.69678801849167,-1.8554043824412558,-14.99817438648721
346,2450064,POCONO MANOR INN,Monroe,Ground water,300,12,6.564541081000001,36.55584692,Private,45,Rural,40,0,40,1,0,0,1,1,32.17830497266287,0.1708536327790577,0.1587751547602032,7.821695027337128
347,2450065,PENN ESTATES UTILITIES INCORP,Monroe,Ground water,4300,22,6.580691493,45.76893497,Public/Private,1725,Urban,14,2,16,0,1,0,0,1,14.834892285261397,0.054714823027266414,0.05336613016713763,1.1651077147386033
348,2450068,MUSHROOM FARM,Monroe,Ground water,172,3,7.2621197120000005,65.49273704,Private,70,Urban,4,2,6,0,1,0,1,1,22.589734950247042,-0.5145223465441713,-0.7561166452572259,-16.589734950247042
349,2450070,PLEASANT VIEW LAKES POA,Monroe,Ground water,389,5,6.8626933160000005,11.43395893,Private,120,Urban,35,0,35,0,1,0,1,1,21.83894843243493,0.42205849614699836,0.35900885256948684,13.161051567565071
350,2450076,ESTATES AT HAMILTON HILLS,Monroe,Ground water,84,5,2.349010149,8.08718793,Private,30,Urban,28,10,38,0,1,0,1,1,23.615996242966272,0.42692794893172314,0.3625914418891948,14.384003757033728
351,2450079,GETZ PERSONAL CARE HOME,Monroe,Ground water,95,4,7.462742167,13.94283312,Private,3,Rural,1,0,1,1,0,0,1,1,31.127516097952572,-0.6801314302555934,-1.5089276565957503,-30.127516097952572
352,2450080,TRI VALLEY ELDO LAKE DIVISION,Monroe,Ground water,310,4,2.409740716,3.703950972,Private,128,Rural,9,6,15,1,0,0,1,1,33.809813145509835,-0.39119127141340665,-0.5021668464719096,-18.809813145509835
353,2450083,MOUNTAIN VIEW VILLAGE,Monroe,Ground water,100,3,7.172460211000001,23.1276141,Private,38,Rural,36,1,37,1,0,0,1,1,31.508061033947907,0.12249535393182052,0.1160706428786288,5.491938966052093
354,2450084,LYNWOOD ACRES MOBILE HOME PARK,Monroe,Ground water,77,5,5.241767322,32.95447716,Private,38,Rural,6,2,8,1,0,0,1,1,32.85924857158628,-0.5318460926504602,-0.8006800580374231,-24.859248571586278
355,2450086,AQUA PENNSYLVANIA PINECREST,Monroe,Ground water,500,3,6.056217608,35.32531266,Private,258,Rural,1,0,1,1,0,0,0,1,21.36361967109096,-0.6673988220284003,-1.385942098970628,-20.36361967109096
356,2450087,GREEN MOUNTAIN ESTATES,Monroe,Ground water,108,5,6.011178888,23.70375789,Private,38,Rural,14,9,23,1,0,0,1,1,32.18366082203106,-0.2005706815064445,-0.22341659691279414,-9.183660822031058
357,2450088,GLUCO LODGE,Monroe,Ground water,65,3,5.328448957,10.42904423,Private,2,Rural,21,3,24,1,0,0,1,1,32.253288520831525,-0.17986525569698153,-0.19783965637503945,-8.253288520831525
358,2450089,EDGEWOOD AT COUNTRYSIDE APTS,Monroe,Ground water,80,4,5.414884699,22.13357414,Private,33,Urban,3,3,6,0,1,0,1,1,22.59447819717635,-0.5145625852985739,-0.7562167371987661,-16.59447819717635
359,2450092,FOX GLEN GARDENS,Monroe,Ground water,95,3,5.718986444,39.40137817,Private,28,Rural,45,5,50,1,0,0,1,1,32.73934469331267,0.37062178243967087,0.32055050888792175,17.260655306687333
360,2450093,AQUA PA ROBIN HOOD LAKES,Monroe,Ground water,492,12,6.833457332,17.58334099,Private,243,Urban,10,0,10,0,1,0,0,1,14.45600068692007,-0.21465167675925606,-0.2412261500479353,-4.456000686920071
361,2450096,WESTON SNR LIVING AT HILLCREST,Monroe,Ground water,72,4,4.500575277,17.10370468,Private,1,Rural,84,6,90,1,0,0,1,1,32.900542875642124,1.2200808707321398,0.8505482291530881,57.099457124357876
362,2450097,POCONO PLATEAU PARK WELL 1,Monroe,Ground water,60,4,6.736280891,29.5301196,Private,39,Rural,48,1,49,1,0,0,1,1,31.909307757143218,0.3764442514151607,0.32496233195897517,17.090692242856782
363,2450098,TOWN HOMES AT MAPLE LANE,Monroe,Ground water,60,3,5.451888262000001,46.08102205,Private,21,Urban,32,1,33,0,1,0,1,1,22.99283820800086,0.304983963954344,0.2697164772563933,10.007161791999138
364,2450099,MANWALAMINK WATER CO   NS 1&2,Monroe,Ground water,600,3,6.491617047,37.14413444,Private,165,Urban,2,0,2,0,1,0,1,1,22.41676924605303,-0.6380482542945903,-1.189913486471909,-20.41676924605303
365,2450104,TIMBER MOUNTAIN ESTATES,Monroe,Ground water,60,3,6.466159103,23.60236769,Private,20,Rural,34,0,34,1,0,0,1,1,31.920263670350465,0.04579323876649957,0.04484201769820939,2.079736329649535
366,2450105,MONROE COUNTY CORRECTIONAL FAC,Monroe,Ground water,740,4,3.25449405,10.0013698,Public/Private,4,Urban,1,1,2,0,1,0,1,1,23.270167778385954,-0.6405976528914594,-1.2038975499627231,-21.270167778385954
367,2450106,POCO APARTMENTS (LOWER),Monroe,Ground water,48,3,8.168695821,21.62291683,Private,24,Urban,7,3,10,0,1,0,1,1,21.499811791591938,-0.3745354569873095,-0.4737209748714114,-11.499811791591938
368,2450107,POCO APARTMENTS (UPPER),Monroe,Ground water,36,4,8.121041833,21.62861233,Private,18,Urban,10,0,10,0,1,0,1,1,21.518244977936874,-0.3748181127865224,-0.47419536476341495,-11.518244977936874
369,2450111,MRS BUSHS PERSONAL CARE HOME,Monroe,Ground water,70,3,2.851778898,8.810811459,Private,1,Rural,28,0,28,1,0,0,1,1,33.67345590938153,-0.11846623345296133,-0.12580091333010013,-5.673455909381531
370,2450113,MANWALAMINK WATER CO  NS 3,Monroe,Ground water,1100,3,6.867686945,32.18083265,Private,370,Rural,7,0,7,1,0,0,0,1,21.00557383808496,-0.46675258704473094,-0.6467316397426028,-14.00557383808496
