,PWS_ID,PWS_Name,County_Name,Ownership,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
442,2640017,AQUA PA GARDEN HILLS,Wayne,Apartments,Ground water,90,4,3.174603175,9.523809523999999,0.0,6.349206349,Private,41,Rural,1,0,1,1,0,0,1,1,33.34191465943474,-0.677914090229438,-1.521981712184712,-32.34191465943474
443,2640018,AQUA PA HONESDALE,Wayne,Private Investor Owned,Ground water,5500,17,9.548387097,4.838709677,1.0537634409999999,3.2903225810000003,Private,2374,Urban,2,1,3,0,1,0,0,1,13.309573396048096,-0.5354763683177787,-0.8145940158322791,-10.309573396048096
444,2640019,HILLTOP VILLAGE ASSN,Wayne,Association - Co-Op,Ground water,86,12,3.03030303,1.515151515,0.0,0.757575758,Private,45,Rural,2,3,5,1,0,0,1,1,32.518722818841034,-0.5913079976859791,-0.9917356187531133,-27.518722818841034
445,2640020,AQUA PA WAYMART SCI,Wayne,Private Investor Owned,Ground water,3200,9,3.46907994,30.61840121,16.89291101,10.40723982,Private,4,Rural,1,0,1,1,0,0,1,1,35.66134795468169,-0.6796012276607699,-1.5428055330874955,-34.66134795468169
446,2640022,AQUA PA GOULDSBORO,Wayne,Private Investor Owned,Ground water,350,3,5.340699816,5.8931860039999995,1.6574585640000001,3.1307550639999997,Private,141,Rural,2,0,2,1,0,0,1,1,31.780955042034257,-0.6546587310810562,-1.309175221559831,-29.780955042034257
447,2640023,LAKE WALLENPAUPACK SANDY SHORE,Wayne,Association - Co-Op,Ground water,499,12,5.202312139,2.89017341,0.0,1.1560693640000002,Private,170,Rural,4,1,5,1,0,0,1,1,31.52800111333613,-0.5877932886291151,-0.9788007902108976,-26.52800111333613
448,2640024,CHERRY HILL MHP,Wayne,Mobile Home Park,Ground water,86,4,0.0,0.0,0.0,0.0,Private,38,Rural,1,4,5,1,0,0,1,1,33.9999856710343,-0.5961836968511108,-1.010201663954599,-28.999985671034302
449,2640025,SOUTH WAYNE CNTY W AND S AUTH,Wayne,Association - Co-Op,Ground water,7105,15,2.6234035209999997,6.938211943,3.3828098030000002,2.89955126,Private,3046,Rural,23,4,27,1,0,0,0,1,21.951325991203987,0.16012961425554004,0.14938231626782714,5.048674008796013
450,2640028,AQUA PA HAWLEY,Wayne,Private Investor Owned,Ground water,1800,14,3.015323777,9.441423627999999,0.8403361340000001,5.388037568,Private,806,Rural,1,1,2,1,0,0,0,1,21.997983263533296,-0.6329488154571612,-1.1760828060610722,-19.997983263533296
451,2640031,AQUA PA WAYNE CNTY PRISON,Wayne,Private Investor Owned,Ground water,160,3,3.7037037039999996,3.7037037039999996,0.0,3.7037037039999996,Private,1,Urban,1,0,1,0,1,0,1,1,22.169155175758572,-0.6649003965140611,-1.390625196115465,-21.169155175758572
452,2640032,AQUA PA WAYMART,Wayne,Private Investor Owned,Ground water,1100,14,3.396087117,30.60169804,16.9066076,10.44665928,Private,415,Rural,2,0,2,1,0,0,0,1,23.50026116728639,-0.6374445619292396,-1.2006770315905988,-21.50026116728639
453,2640036,WALLENPAUPACK LAKE ESTS,Wayne,Association - Co-Op,Ground water,2200,15,5.060506051,2.750275028,0.0,1.100110011,Private,955,Rural,28,1,29,1,0,0,0,1,20.791168720428992,0.2747198914948056,0.2454127110836784,8.208831279571008
454,2640042,ARNOLD APTS,Wayne,Apartments,Ground water,44,3,0.0,10.0,0.0,0.0,Private,19,Rural,17,5,22,1,0,0,1,1,35.18190397962868,-0.26195379933875845,-0.3040580872398402,-13.181903979628679
455,2640044,HAMLIN WATER COMPANY,Wayne,Private Investor Owned,Ground water,400,5,3.91959799,8.24120603,0.100502513,7.537688442,Private,90,Rural,33,3,36,1,0,0,1,1,32.79278247075763,0.06834336486352667,0.06624925898721638,3.207217529242371
456,2640046,BRIGHTEN AT JULIA RIBAUDO,Wayne,Institutional Health,Ground water,200,3,0.0,4.7619047619999995,4.7619047619999995,0.0,Private,1,Rural,89,0,89,1,0,0,1,1,34.55776832146169,1.101289875089595,0.785614910241891,54.44223167853831
457,2640047,PA AMER WATER CO INDIAN ROCKS,Wayne,Private Investor Owned,Ground water,1100,16,4.081632653,8.163265306,0.0,7.346938776,Private,404,Rural,3,2,5,1,0,0,0,1,21.522242693078375,-0.5343686623273375,-0.8113981301295045,-16.522242693078375
458,2640048,AQUA PA PAUPACKAN LAKE EST,Wayne,Association - Co-Op,Ground water,800,18,4.87804878,3.25203252,0.81300813,0.81300813,Private,400,Rural,2,1,3,1,0,0,0,1,20.889292213760527,-0.5959102640157389,-1.0093282189996235,-17.889292213760527
459,2640049,PINE GROVE ESTATES,Wayne,Private Investor Owned,Ground water,263,14,3.5460992910000004,1.418439716,0.0,0.709219858,Private,120,Rural,19,1,20,1,0,0,1,1,32.23401535702092,-0.2651824492387807,-0.30849948698175444,-12.234015357020922
460,2640050,RYAN HILL DEVELOPMENT,Wayne,Private Investor Owned,Ground water,75,3,0.0,0.0,0.0,0.0,Private,25,Rural,2,0,2,1,0,0,1,1,33.9999856710343,-0.6578579028607976,-1.332608378083088,-31.999985671034302
461,2640051,WOODLAND HILLS,Wayne,Association - Co-Op,Ground water,320,8,7.692307692000001,0.0,0.0,0.0,Private,125,Rural,15,2,17,1,0,0,1,1,29.968404801172024,-0.3021792336609976,-0.36108923816493105,-12.968404801172024
462,2640052,PARADISE POINT,Pike,Association - Co-Op,Ground water,300,4,4.7619047619999995,4.7619047619999995,0.0,0.0,Private,150,Rural,69,0,69,1,0,0,1,1,31.960423606798216,0.8096838905968038,0.6174395138002473,37.039576393201784
463,2640054,SALEM HEIGHTS PROPERTY OWNERS,Wayne,Association - Co-Op,Ground water,62,3,0.0,14.28571429,0.0,14.28571429,Private,40,Rural,621,16,637,1,0,0,1,1,35.70093564976721,11.77662083195048,3.7057081710665787,601.2990643502328
464,2640055,WOODLYN RESIDENCES,Wayne,Private Investor Owned,Ground water,35,3,0.0,0.0,0.0,0.0,Private,14,Rural,35,0,35,1,0,0,1,1,33.9999856710343,0.020558363245756352,0.020361596795076025,1.0000143289656975
465,2640057,HIMALAYAN INSTITUTE,Wayne,Institutional Education,Ground water,124,8,0.0,6.666666667,0.0,6.666666667,Public/Private,14,Rural,101,4,105,1,0,0,1,1,34.78343520767221,1.4112321003300923,0.946860975456138,70.21656479232779
466,2640063,BUCKINGHAM ESTATES,Wayne,Mobile Home Park,Ground water,57,3,3.448275862,6.896551724,0.0,6.896551724,Private,29,Rural,1,0,1,1,0,0,1,1,32.89586754815835,-0.6775625851182921,-1.5177846872319327,-31.89586754815835
467,2640065,BETHANY VILLAGE,Wayne,Institutional Health,Ground water,99,3,0.0,0.0,0.0,0.0,Private,4,Rural,64,0,64,1,0,0,1,1,33.9999856710343,0.616742354672728,0.4946951761656875,30.000014328965698
468,2640703,ASPEN RIDGE POA,Wayne,Association - Co-Op,Ground water,100,3,5.454545455,2.727272727,0.0,0.9090909090000001,Local government,38,Rural,12,2,14,1,0,1,1,1,35.51384649829759,-0.42355952252051904,-0.5621088256882184,-21.51384649829759
469,2660004,WINOLA WATER CO,Wyoming,Private Investor Owned,Ground water,130,5,2.3809523809999997,3.968253968,0.793650794,1.5873015869999998,Private,45,Rural,98,0,98,1,0,0,1,1,33.14372233966856,1.367512125683295,0.9250342073543295,64.85627766033144
470,2660008,COPPER KETTLE MHP,Wyoming,Mobile Home Park,Ground water,62,3,4.444444444,2.222222222,0.0,0.0,Private,27,Rural,1,0,1,1,0,0,1,1,31.84972560660782,-0.6766998785055321,-1.50767670211356,-30.84972560660782
471,2660010,MESHOPPEN BORO WATER CO,Wyoming,Municipal,Ground water,563,6,3.392857143,7.678571429,0.35714285700000004,5.3571428569999995,Local government,186,Rural,15,1,16,1,0,1,1,1,37.36261430439071,-0.39990717692703553,-0.5186600449935811,-21.36261430439071
472,2660011,NICHOLSON BORO AUTH,Wyoming,Authority,Ground water,1000,5,1.924927815,5.774783446,2.1174205969999997,1.828681424,Local government,234,Rural,5,1,6,1,0,1,0,1,25.02948477231369,-0.5300547437126141,-0.7996886244525837,-19.02948477231369
473,2660012,SUEZ WATER PA NOXEN,Wyoming,Private Investor Owned,Ground water,315,3,3.4412955469999997,2.631578947,0.20242915,0.20242915,Private,105,Rural,0,0,0,1,0,0,1,1,32.42362801100809,-0.6987300119632717,-2.0395293383469717,-32.42362801100809
474,2660014,TUNKHANNOCK BORO MUNI AUTH,Wyoming,Authority,Ground water,5349,14,3.514938489,3.936731107,0.949033392,0.843585237,Local government,835,Urban,5,0,5,0,1,1,0,1,16.579068209218484,-0.48452957974170774,-0.6878978743039982,-11.579068209218484
475,2660015,WESTGATE WATER SYSTEM,Wyoming,Private Investor Owned,Ground water,150,4,2.325581395,2.325581395,0.0,2.325581395,Local government,43,Rural,34,0,34,1,0,1,1,1,37.33347914930562,-0.06245095952157213,-0.06439938604616936,-3.3334791493056173
476,2660016,AQUA PA WASHINGTON PARK,Wyoming,Private Investor Owned,Ground water,300,10,3.03030303,3.03030303,0.0,3.03030303,Private,156,Rural,10,0,10,1,0,0,1,1,32.687526382724094,-0.4849990495527393,-0.6888949062403223,-22.687526382724094
477,2660017,AQUA PA RIVERCREST DIV,Wyoming,Private Investor Owned,Ground water,542,6,5.023923445,3.349282297,0.0,0.9569377990000001,Private,215,Rural,8,0,8,1,0,0,0,1,20.84627929564971,-0.4287951411172013,-0.5720984742235518,-12.846279295649708
478,2660018,AQUA PA  BUNKER HILL,Wyoming,Private Investor Owned,Ground water,210,4,0.0,0.0,0.0,0.0,Private,66,Rural,5,0,5,1,0,0,1,1,33.9999856710343,-0.5961836968511108,-1.010201663954599,-28.999985671034302
479,2660019,LACEYVILLE BORO WATERWORKS,Wyoming,Municipal,Ground water,415,5,3.278688525,7.650273224,0.364298725,5.4644808739999995,Local government,163,Rural,7,0,7,1,0,1,1,1,37.42905152017623,-0.5686259766693814,-0.9130360897320796,-30.42905152017623
480,2660020,MEHOOPANY TWP MUNI AUTH,Wyoming,Authority,Ground water,85,4,3.333333333,3.333333333,0.0,3.333333333,Private,31,Rural,3,0,3,1,0,0,1,1,32.55909980616488,-0.6343688036390585,-1.1833890166760623,-29.55909980616488
481,2660023,MT AIRY LAKEVIEW ESTATES,Wyoming,Mobile Home Park,Ground water,35,4,0.0,0.0,0.0,0.0,Private,24,Rural,5,0,5,1,0,0,1,1,33.9999856710343,-0.5961836968511108,-1.010201663954599,-28.999985671034302
482,2660024,DYMONDS TRAILER PARK,Wyoming,Mobile Home Park,Ground water,90,3,0.0,0.0,0.0,0.0,Private,36,Rural,40,0,40,1,0,0,1,1,33.9999856710343,0.12334870659523423,0.11680204781783522,6.0000143289656975
483,2660027,COOKS MHP,Wyoming,Mobile Home Park,Ground water,92,11,0.0,0.0,0.0,0.0,Private,42,Rural,83,2,85,1,0,0,1,1,33.9999856710343,1.0484617967405352,0.7564696860434295,51.0000143289657
484,2660031,OAKWOOD LAKE WATER SYS,Wyoming,Mobile Home Park,Ground water,273,3,5.617977528,3.370786517,0.0,1.123595506,Private,79,Urban,33,0,33,0,1,0,1,1,21.459224719987876,0.37433989120722433,0.32312548661301516,11.540775280012124
485,2660033,CLARENDON ACRES WATER CO,Wyoming,Association - Co-Op,Ground water,280,8,0.0,0.0,0.0,0.0,Private,68,Urban,158,0,158,0,1,0,1,1,23.261894524432982,4.035252993319556,1.9472084754486405,134.738105475567
486,2660034,MAPLEWOOD HEIGHTS MHP,Wyoming,Mobile Home Park,Ground water,35,3,0.0,0.0,0.0,0.0,Private,14,Rural,3,1,4,1,0,0,1,1,33.9999856710343,-0.6167417655210065,-1.0960549642087443,-29.999985671034302
487,2660036,AQUA PA FACTORYVILLE,Wyoming,Private Investor Owned,Ground water,2323,6,1.8867924530000002,5.660377358,2.031930334,1.9593613930000002,Private,221,Urban,6,0,6,0,1,0,0,1,15.134908079428282,-0.418148473848401,-0.5519841173786887,-9.134908079428282
488,2660037,FREEMANS MHP,Wyoming,Mobile Home Park,Ground water,83,3,0.0,0.0,0.0,0.0,Private,42,Rural,39,0,39,1,0,0,1,1,33.9999856710343,0.10279063792533866,0.0981751826644815,5.0000143289656975
489,2660039,EATON SEWER AND WATER CO INC,Wyoming,Private Investor Owned,Ground water,3100,4,2.9239766080000003,4.0935672510000005,1.169590643,0.5847953220000001,Private,98,Rural,11,0,11,1,0,0,1,1,32.86379277274405,-0.4649015716836286,-0.6448599382423309,-21.86379277274405
490,2660042,WHITES FERRY ROAD APT,Wyoming,Apartments,Ground water,39,4,0.0,0.0,0.0,0.0,Public/Private,12,Rural,5,0,5,1,0,0,1,1,33.9999856710343,-0.5961836968511108,-1.010201663954599,-28.999985671034302
491,3060002,BALLY MUNI WATERWORKS,Berks,Municipal,Ground water,1090,8,4.200542005,2.574525745,0.135501355,0.745257453,Local government,458,Urban,2,0,2,0,1,1,0,1,16.31747429337141,-0.6085821902021417,-1.0607442261176507,-14.317474293371411
492,3060004,WOODLAND MHP,Berks,Mobile Home Park,Ground water,61,4,5.263157895,5.263157895,0.0,5.263157895,Private,39,Rural,6,2,8,1,0,0,1,1,31.752981112477805,-0.5226054900832684,-0.7799879044439638,-23.752981112477805
493,3060005,GEISINGERS SUBURBAN ACRES MHP,Berks,Mobile Home Park,Ground water,90,6,0.0,3.571428571,0.0,0.0,Private,48,Rural,3,0,3,1,0,0,1,1,34.417470597198,-0.6381035582658661,-1.2040660182746508,-31.417470597197998
494,3060010,BIRDSBORO MUNI AUTH,Berks,Auth Leases Back To Mun,Surface water,5353,7,3.546712803,7.214532872,1.7993079580000002,2.404844291,Local government,2005,Urban,8,6,14,0,1,1,0,0,14.151464400078432,-0.007406913556458244,-0.007433052678853132,-0.15146440007843154
495,3060012,MAIDENCREEK TWP WATER AUTH,Berks,Authority,Ground water,7505,12,2.60173449,13.44229486,4.436290861,7.705136757999999,Local government,2607,Urban,4,0,4,0,1,1,0,1,17.384988542168127,-0.5344939866064509,-0.8117931661967149,-13.384988542168127
496,3060013,MAXATAWNY TWP MUNI AUTH,Berks,Authority,Ground water,425,5,4.249291785,14.73087819,6.5155807370000005,3.966005666,Private,136,Rural,17,1,18,1,0,0,1,1,33.347244068021645,-0.32164027847715415,-0.39011825183939325,-15.347244068021645
497,3060018,AQUA PA FLYING HILLS,Berks,Private Investor Owned,Ground water,3600,10,3.83611691,14.84864301,3.966597077,6.497912317000001,Private,1424,Rural,0,1,1,1,0,0,0,1,22.108463741456333,-0.6647942176966456,-1.3897122954714647,-21.108463741456333
498,3060026,PARK PLACE COURT LLC,Berks,Mobile Home Park,Ground water,29,4,11.11111111,0.0,0.0,0.0,Private,19,Urban,44,0,44,0,1,0,1,1,19.38508476812156,0.8827787259117839,0.6613608164171669,24.61491523187844
499,3060028,VALLEY VIEW TRAILER PARK BLANDON,Berks,Mobile Home Park,Ground water,50,3,5.0,5.0,0.0,5.0,Private,30,Urban,3,0,3,0,1,0,1,1,21.798949469795037,-0.6003708356480905,-1.026759552497385,-18.798949469795037
500,3060029,FLEETWOOD BORO,Berks,Municipal,Ground water,4218,40,2.194513716,14.06483791,0.8478802990000001,11.24688279,Local government,1694,Urban,25,0,25,0,1,1,0,1,17.538810709135603,0.29536562333467864,0.26192386323652556,7.461189290864397
501,3060030,AQUA PA GEIGERTOWN,Berks,Private Investor Owned,Ground water,200,6,3.5928143710000002,7.48502994,3.5928143710000002,2.9940119760000004,Private,75,Rural,1,0,1,1,0,0,1,1,32.884004987489156,-0.6775531077739534,-1.5176721688469954,-31.884004987489156
502,3060031,LAUREL HEALTH RESOURCES,Berks,Institutional Health,Ground water,240,7,4.347826087,8.695652174,4.347826087,4.347826087,Private,2,Urban,1,0,1,0,1,0,1,1,22.31349006888065,-0.6651506157827851,-1.3927845363605758,-21.31349006888065
503,3060032,PLEASANT HILLS MHP,Berks,Mobile Home Park,Ground water,1200,7,6.25,8.823529412000001,5.882352941000001,2.573529412,Private,354,Urban,4,1,5,0,1,0,0,1,14.242362546692892,-0.44913402803871744,-0.6122259934846133,-9.242362546692892
504,3060034,LEMAKEDE MOBILE COURT,Berks,Mobile Home Park,Ground water,90,3,0.0,9.090909091,0.0,0.0,Private,50,Rural,3,0,3,1,0,0,1,1,35.07278016254323,-0.6393268216981288,-1.2110402373883404,-32.07278016254323
505,3060035,HAMBURG BORO MUNI AUTH,Berks,Auth Leases Back To Mun,Surface water,4990,11,3.624309392,5.281767956,0.220994475,4.596685083000001,Local government,2229,Urban,11,3,14,0,1,1,0,0,14.040419783572377,-0.0019919749336938983,-0.0019938569597809904,-0.040419783572376744
506,3060036,WILL O HILL APTS,Berks,Apartments,Ground water,300,4,1.754385965,12.28070175,5.263157895,3.50877193,Private,190,Urban,4,0,4,0,1,0,1,1,23.570494572871855,-0.5785192918548209,-0.946108034382351,-19.570494572871855
507,3060037,HEREFORD ESTATES MHP,Berks,Mobile Home Park,Ground water,710,4,2.861035422,6.130790191,0.0,5.9945504089999995,Private,344,Urban,3,0,3,0,1,0,0,1,14.918854844483462,-0.5533570665601918,-0.8657888044865036,-11.918854844483462
508,3060038,MUHLENBERG TWP AUTH,Berks,Authority,Ground water,21000,38,3.695554741,28.95734018,4.481929674,20.94690951,Local government,7851,Urban,8,2,10,0,1,1,0,1,18.0054985485069,-0.30880904618007593,-0.37087317471242764,-8.0054985485069
509,3060040,BERKLEIGH HEIGHTS MHP,Berks,Mobile Home Park,Ground water,95,7,6.451612902999999,3.225806452,0.0,3.225806452,Private,47,Rural,25,1,26,1,0,0,1,1,30.92374366740795,-0.11121266182078943,-0.11767564549414597,-4.923743667407951
510,3060041,KUTZTOWN MUNI WATERWORKS,Berks,Municipal,Groundwater under influence of surface water,14200,6,2.510025249,13.11451062,3.742759543,6.5498291989999995,Local government,1902,Urban,0,0,0,0,1,1,0,1,17.39167751432149,-0.6942270694573569,-1.8854643627375396,-17.39167751432149
511,3060042,GREEN ACRES MHP,Berks,Mobile Home Park,Ground water,47,3,0.0,0.0,0.0,0.0,Private,18,Rural,2,0,2,1,0,0,1,1,33.9999856710343,-0.6578579028607976,-1.332608378083088,-31.999985671034302
512,3060043,HIGHLAND ESTATES MHP,Berks,Mobile Home Park,Ground water,1050,12,2.1825396830000003,2.976190476,0.198412698,1.984126984,Private,271,Rural,0,0,0,1,0,0,0,1,21.81335461463026,-0.696185157069094,-1.942670353981913,-21.81335461463026
513,3060044,SITTLERS MHP,Berks,Mobile Home Park,Ground water,89,8,4.166666667,14.58333333,6.25,4.166666667,Private,49,Rural,74,6,80,1,0,0,1,1,33.37565259680813,0.9763053851318461,0.7157690589519966,46.62434740319187
514,3060045,BERN TWP MUNI AUTH,Berks,Authority - (Purchases),Surface water purchased,1800,7,2.875695733,21.24304267,5.102040816000001,14.00742115,Local government,336,Rural,2,0,2,1,0,1,0,0,21.939960214237374,-0.6327629689741291,-1.175092886804464,-19.939960214237374
515,3060047,LEESPORT MUNI WATERWORKS,Berks,Auth Leases Back To Mun,Ground water,2200,15,1.706384231,11.82700794,2.853780524,7.472786114,Local government,910,Urban,6,1,7,0,1,1,0,1,17.545165088379626,-0.41730166377844186,-0.5503931307712332,-10.545165088379626
516,3060048,COUNTRY VIEW MHP,Berks,Mobile Home Park,Ground water,98,4,2.857142857,2.857142857,0.0,2.857142857,Private,46,Urban,32,0,32,0,1,0,1,1,22.414309162576984,0.2978188741060119,0.2638720210518669,9.585690837423016
517,3060052,CAERNARVON TWP WATER AUTH,Berks,Authority,Ground water,4245,15,2.642276423,6.368563686,0.81300813,1.151761518,Local government,1190,Urban,9,2,11,0,1,1,0,1,16.958508891287366,-0.2438359983499051,-0.2795490845617594,-5.958508891287366
518,3060053,OLEY TWP MUNI AUTH,Berks,Auth Leases Back To Mun,Ground water,2204,11,2.387640449,2.574906367,0.280898876,1.217228464,Local government,698,Urban,5,0,5,0,1,1,0,1,16.810172624851354,-0.48750329551733895,-0.6946508068424954,-11.810172624851354
519,3060059,READING AREA WATER AUTH,Berks,Auth Leases Back To Mun,Surface water,87000,14,10.42814844,70.77416845,9.10652921,58.34143811,Local government,28500,Urban,2,1,3,0,1,1,0,0,15.706913964757542,-0.5607977643238308,-0.8884437863064565,-12.706913964757542
520,3060061,KEYSTONE EAST LINCOLN WOOD MHP,Berks,Mobile Home Park,Ground water,450,10,3.571428571,12.14285714,6.428571429,5.0,Private,187,Urban,13,2,15,0,1,0,1,1,22.867355601482426,-0.2396404322977805,-0.27396514633447083,-7.867355601482426
521,3060064,TEEN CHALLEGE TRAINING CTR,Berks,Institutional Education,Ground water,300,5,3.125,6.25,0.0,6.25,Public/Private,17,Rural,16,3,19,1,0,0,1,1,32.9978371296427,-0.29644338539128445,-0.35272047478760626,-13.997837129642697
522,3060065,HERITAGE HILL ESTATES,Berks,Mobile Home Park,Ground water,90,4,2.777777778,8.333333332999999,0.0,5.555555556,Private,34,Rural,12,1,13,1,0,0,1,1,33.42347187348114,-0.4270564079480204,-0.5687543820672131,-20.42347187348114
523,3060067,SHILLINGTON MUNI AUTH,Berks,Auth Leases Bk To Mun(Pu),Surface water purchased,11709,8,3.380301242,11.31394461,0.950926633,7.76011661,Local government,5654,Urban,3,1,4,0,1,1,0,0,14.390338206475363,-0.4998144327860983,-0.7234021300891359,-10.390338206475363
524,3060068,MILLER MOBILE HOME PARK,Berks,Mobile Home Park,Ground water,30,3,0.0,25.0,0.0,0.0,Private,22,Urban,2,0,2,0,1,0,1,1,25.336498460348878,-0.6422229301460066,-1.2283047978571704,-23.336498460348878
525,3060069,PA AMER WATER CO PENN DIST,Berks,Private Investor Owned,Ground water,28508,34,2.90119131,16.89138052,3.296426069,9.025928521,Private,13000,Urban,0,0,0,0,1,0,0,1,15.467449474415154,-0.6930334940694695,-1.8553018671188581,-15.467449474415154
526,3060070,URBAN ACRES MHP,Berks,Mobile Home Park,Ground water,80,6,2.3809523809999997,2.3809523809999997,0.0,1.19047619,Private,80,Rural,0,0,0,1,0,0,1,1,32.96443454196243,-0.6988163323462674,-2.0434857817283247,-32.96443454196243
527,3060072,TOPTON BORO WATER SYS,Berks,Municipal,Groundwater under influence of surface water,2069,9,2.983502984,3.36960337,0.631800632,1.755001755,Local government,889,Urban,26,1,27,0,1,1,0,1,16.69188779705154,0.42847263806729724,0.3634236886058049,10.308112202948461
528,3060073,VALLEY VIEW MHP WERNERSVILLE,Berks,Mobile Home Park,Ground water,60,3,3.7037037039999996,14.81481481,3.7037037039999996,3.7037037039999996,Private,21,Rural,24,1,25,1,0,0,1,1,33.65676389781005,-0.17976802429241004,-0.19785132930523644,-8.656763897810052
529,3060076,WERNERSVILLE MUNI AUTH,Berks,Auth Leases Back To Mun,Surface water purchased,6357,22,2.626355169,13.95632921,2.290426019,5.344327378,Local government,2170,Urban,5,0,5,0,1,1,0,0,14.701615227746194,-0.45696428092452135,-0.6282749711448087,-9.701615227746194
530,3060078,WEST READING BORO,Berks,Municipal - (Purchases),Surface water purchased,4300,6,5.947242206,31.77458034,9.472422062,20.83932854,Local government,1497,Urban,3,0,3,0,1,1,0,0,14.795985372861328,-0.5521267271106887,-0.8621243303678774,-11.795985372861328
531,3060080,WOMELSDORF ROBESONIA JT AUTH,Berks,Authority,Ground water,7070,14,2.35042735,13.14102564,2.314814815,5.11039886,Local government,2107,Urban,25,0,25,0,1,1,0,1,17.438860864195433,0.3010141717700586,0.2664027892444489,7.5611391358045665
532,3060081,BOYERTOWN MUNI WATERWORKS,Berks,Municipal,Surface water,8000,6,3.4462952330000003,7.194141298,4.020677771,1.4790350369999998,Local government,3200,Urban,5,3,8,0,1,1,0,0,14.173812809796305,-0.3014438599724456,-0.3600243133998735,-6.1738128097963045
533,3060082,MT PENN BORO MUNI AUTH,Berks,Municipal,Ground water,10400,17,5.968649517999999,21.80466238,2.99437299,14.68046624,Local government,3700,Urban,19,1,20,0,1,1,0,1,16.927473898679764,0.12596213589354402,0.11914762159037666,3.0725261013202356
534,3060083,WYOMISSING BORO,Berks,Municipal - (Purchases),Surface water purchased,8500,16,2.7736318410000003,12.21393035,2.0024875619999998,6.2810945270000005,Local government,2441,Urban,3,0,3,0,1,1,0,0,14.579067226984888,-0.5499048755841741,-0.8555628258695961,-11.579067226984888
535,3060085,BERNVILLE BORO,Berks,Municipal,Ground water,1010,6,2.144082333,7.289879931000001,0.343053173,5.231560892,Local government,348,Rural,2,0,2,1,0,1,0,1,25.06909854111281,-0.6415701888516326,-1.2244327969636957,-23.06909854111281
536,3060088,PA AMER WATER CO GLEN ALSACE DIST,Berks,Private Investor Owned,Surface water purchased,24951,61,3.051861702,10.83444149,4.07912234,3.45412234,Private,9069,Urban,5,1,6,0,1,0,0,0,12.763194914971574,-0.36603510172548637,-0.46049051519452794,-6.763194914971574
537,3060092,BETHANY CHILDRENS HOME,Berks,Institutional Health,Ground water,200,3,2.4096385540000003,14.45783133,2.4096385540000003,4.8192771080000005,Public/Private,32,Rural,7,1,8,1,0,0,1,1,34.33713316688351,-0.5361621511889061,-0.8162600236277178,-26.33713316688351
538,3060094,TOPTON LUTHERAN HOME,Berks,Institutional Health,Ground water,410,8,2.9239766080000003,3.50877193,0.5847953220000001,1.754385965,Public/Private,54,Rural,4,1,5,1,0,0,1,1,32.7981850441218,-0.5922613210396901,-0.9952972762077351,-27.7981850441218
539,3060095,MOUNTAIN VILLAGE ESTATES MHP,Berks,Mobile Home Park,Ground water,771,4,2.948402948,3.43980344,0.737100737,1.71990172,Private,261,Rural,5,0,5,1,0,0,0,1,21.575107846349923,-0.5347796527373083,-0.8125224447967896,-16.575107846349923
540,3060096,LYONS BORO MUNI AUTH,Berks,Auth Leases Back To Mun,Ground water,500,6,4.398447607,15.26520052,6.856403622,3.880983182,Local government,214,Rural,69,0,69,1,0,1,0,1,24.826188576323645,1.240411831300256,0.8599336477956507,44.173811423676355
541,3060098,ONTELAUNEE TWP MUNI AUTH,Berks,Authority - (Purchases),Surface water purchased,2175,9,2.598253275,13.4279476,4.43231441,7.68558952,Local government,415,Rural,10,6,16,1,0,1,0,0,21.459263216448306,-0.17707791064320014,-0.19457562409369333,-5.459263216448306
542,3060100,SHOEMAKERSVILLE BORO,Berks,Municipal,Ground water,2150,16,2.371541502,5.23715415,0.0,4.545454545,Local government,687,Urban,45,1,46,0,1,1,0,1,16.968280332881506,1.1873708328235792,0.8319891596827451,29.031719667118494
543,3060105,LAZY K CAMPGROUND,Berks,Institutional Recreational,Ground water,75,6,3.738317757,2.803738318,0.0,0.9345794390000001,Private,144,Urban,50,1,51,0,1,0,1,1,22.088533425516246,0.911356124263591,0.6781923904076957,28.911466574483754
544,3060106,MEADOWS AT BETHEL MHP,Berks,Mobile Home Park,Ground water,50,3,0.0,6.666666667,0.0,0.0,Private,32,Rural,48,0,48,1,0,0,1,1,34.78343520767221,0.2656302048695989,0.23807231233830248,13.216564792327787
545,3060108,VILLAGE AT SUMMIT CREST,Berks,Mobile Home Park,Ground water,120,4,0.0,11.11111111,5.555555556,5.555555556,Private,60,Urban,3,0,3,0,1,0,1,1,24.16209809941989,-0.610405386271717,-1.0682000943964711,-21.16209809941989
546,3060112,HICKORY FARM MHP,Berks,Mobile Home Park,Ground water,70,3,1.5873015869999998,12.698412699999999,1.5873015869999998,4.7619047619999995,Private,35,Urban,35,0,35,0,1,0,1,1,23.66896355173103,0.33357519119760065,0.29191063864831146,11.331036448268971
