,PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Population_Within,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
302,2408012,HCA DERRINGER FERN GLEN,Luzerne,Ground water,275,4,25,4.0,4.0,0.0,4.0,Local government,90,Rural,0,7,1,0,1,1,1,0.7145816192054173,-0.4367470105300795,-0.8290553510745223,-0.7145816192054173
303,2409010,PAW NESBITT,Luzerne,Surface water,52640,6,172448,7.449202078,12.82415569,4.364794025,5.4775932460000005,Private,23311,Urban,0,0,0,1,0,0,0,0.9343696971705931,-0.45114025705954713,-0.8905877969344799,-0.9343696971705931
304,2450002,BROOKMONT HEALTH CARE CENTER,Monroe,Ground water,229,3,3,0.0,0.0,0.0,0.0,Private,1,Urban,0,2,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
305,2450004,SMITHFIELD COURT,Monroe,Ground water,50,3,9,0.0,33.33333333,0.0,22.22222222,Private,24,Urban,2,33,0,1,0,1,1,0.7306260438143242,0.7610286600858511,0.5478798765259646,1.2693739561856758
306,2450005,BARTON COURT,Monroe,Ground water,118,6,8,0.0,25.0,12.5,12.5,Private,58,Urban,0,1,0,1,0,1,1,0.6700112616701831,-0.4329202199916727,-0.8142338111927313,-0.6700112616701831
307,2450006,MAPLE ROCK TRAILER COURT,Monroe,Ground water,50,3,2,0.0,0.0,0.0,0.0,Private,45,Urban,1,32,0,1,0,1,1,0.5167053555072212,0.3891022616285223,0.3184826581381152,0.4832946444927788
308,2450008,BIRCHWOOD TRAILER PARK,Monroe,Ground water,389,7,3,0.0,0.0,0.0,0.0,Private,36,Urban,1,17,0,1,0,1,1,0.5167053555072212,0.3891022616285223,0.3184826581381152,0.4832946444927788
309,2450009,FAWN VALLEY SOUTH & NORTH,Monroe,Ground water,100,6,6,0.0,0.0,0.0,0.0,Private,24,Rural,3,23,1,0,0,1,1,0.722134746360665,1.3795798851365018,0.8502950208734603,2.277865253639335
310,2450015,LAKE OF THE PINES,Monroe,Ground water,1200,10,132,5.303030303,45.45454545,18.93939394,20.45454545,Private,420,Urban,2,28,0,1,0,0,1,0.6043805599654377,0.9848419343916072,0.6654773492069165,1.3956194400345623
311,2450018,DEER RUN MOBILE HOME PARK,Monroe,Ground water,54,3,3,0.0,0.0,0.0,0.0,Private,18,Urban,4,11,0,1,0,1,1,0.5167053555072212,2.8044130832716294,1.3685892259265007,3.483294644492779
312,2450020,BUCK HILL FALLS WATER CO,Monroe,Surface water,876,9,70,7.142857143,14.28571429,8.571428571,4.285714286,Private,350,Rural,0,25,1,0,0,0,0,1.3318873826095678,-0.46656113492107065,-0.9708963758472833,-1.3318873826095678
313,2450022,DELAWARE WATER GAP BORO,Monroe,Ground water,850,8,133,8.270676692,26.31578947,14.28571429,4.511278195,Local government,428,Urban,0,56,0,1,1,0,1,0.47749286091702087,-0.4103957593402066,-0.7364116255750295,-0.47749286091702087
314,2450023,E STROUDSBURG BORO WATER DEPT,Monroe,Surface water,13000,16,9954,8.438818565,32.79083785,13.60257183,11.77416114,Local government,2953,Urban,5,9,0,1,1,0,0,1.1414135126711817,1.5561473969296395,0.9262946460589947,3.858586487328818
315,2450025,TWIN FALLS MHP,Monroe,Ground water,34,3,4,0.0,25.0,0.0,25.0,Private,21,Rural,0,31,1,0,0,1,1,0.936391325052223,-0.45124637359297176,-0.8910816994770784,-0.936391325052223
316,2450027,GILBERT MOBILE HOME PARK,Monroe,Ground water,150,6,6,0.0,16.66666667,0.0,0.0,Private,47,Urban,0,8,0,1,0,1,1,0.6144252515572175,-0.4275442202771455,-0.7942990892295241,-0.6144252515572175
317,2450028,POCONO MOBILE HOME ESTATES,Monroe,Ground water,129,6,9,0.0,33.33333333,11.11111111,22.22222222,Private,96,Rural,1,6,1,0,0,1,1,1.0211050596067983,-0.009412026399041354,-0.00947093027151011,-0.021105059606798315
318,2450033,BLUE MTN VILLAGE ON CHICOLA LK,Monroe,Ground water,160,3,4,0.0,0.0,0.0,0.0,Private,54,Rural,0,0,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
319,2450034,BRODHEAD CREEK REG WATER AUTH,Monroe,Surface water,30000,18,11589,8.111139874,34.524117700000005,11.15713176,13.72853568,Local government,5400,Urban,1,66,0,1,1,0,0,1.1678325455348852,-0.06629411770513927,-0.06942393981434182,-0.16783254553488525
320,2450038,WHITE ROCK MOBILE HOME PARK,Monroe,Ground water,50,3,1,0.0,100.0,0.0,0.0,Private,22,Urban,1,92,0,1,0,1,1,1.4608294686948693,-0.14825339701518686,-0.16577086964359347,-0.4608294686948693
321,2450039,AQUA PA MOUNTAINHOME SYSTEM,Monroe,Ground water,1450,7,95,7.368421053,13.68421053,8.421052632,4.210526316,Private,529,Rural,0,5,1,0,0,0,1,0.5887917086316481,-0.4248020331298911,-0.7844940429527707,-0.5887917086316481
322,2450040,SKYTOP LODGE INC,Monroe,Ground water,300,12,59,6.7796610170000005,13.55932203,8.474576271,3.389830508,Private,78,Rural,1,95,1,0,0,1,1,0.7517518353698078,0.14518662735998478,0.13322602209496448,0.24824816463019217
323,2450044,AQUA PA HAMILTON WATER CO,Monroe,Ground water,1500,6,776,3.8659793810000003,9.020618557,2.06185567,3.4793814430000003,Private,443,Rural,0,5,1,0,0,0,1,0.5908961758370818,-0.4250340688142135,-0.7853147708216699,-0.5908961758370818
324,2450045,PAWC MOUNTAIN TOP ESTATES,Monroe,Ground water,183,4,102,6.8627450979999995,29.41176471,9.803921569,11.76470588,Private,81,Rural,0,0,1,0,0,1,1,0.8852979336669958,-0.4484411686711117,-0.8782466479205907,-0.8852979336669958
325,2450049,MANWALAMINK WATER COMPANY,Monroe,Ground water,3200,9,332,7.831325301000001,25.90361446,14.45783133,4.518072289,Private,604,Rural,0,9,1,0,0,0,1,0.663938654553955,-0.4323674730212141,-0.8121380566950259,-0.663938654553955
326,2450053,TOBYHANNA ARMY DEPOT,Monroe,Ground water,3800,19,288,7.291666667,59.02777778,17.70833333,33.68055556,Federal government,194,Rural,1,19,1,0,1,1,1,1.2055476851481275,-0.07887674203074063,-0.08337944283949725,-0.2055476851481275
327,2450054,SUN VALLEY WATER CO,Monroe,Ground water,120,3,21,4.7619047619999995,19.04761905,4.7619047619999995,14.28571429,Private,60,Urban,0,753,0,1,0,1,1,0.5868001859868759,-0.4245812710691487,-0.7837146926089104,-0.5868001859868759
328,2450056,VILLAGE AT CAMELBACK,Monroe,Ground water,309,10,18,5.555555556,27.77777778,11.11111111,11.11111111,Private,104,Rural,1,29,1,0,0,1,1,0.8874599568259776,0.056883195776534515,0.05488183423059244,0.11254004317402244
329,2450063,PAWC POCONO DISTRICT,Monroe,Ground water,17860,57,9319,6.8569589010000005,59.70597704,34.84279429,20.42064599,Private,7949,Urban,0,0,0,1,0,0,1,0.6848710240664462,-0.4342399861740742,-0.819282818405458,-0.6848710240664462
330,2450064,POCONO MANOR INN,Monroe,Ground water,300,12,3,0.0,33.33333333,0.0,0.0,Private,45,Rural,0,40,1,0,0,1,1,1.0211050596067983,-0.4553726905427983,-0.9108368708446903,-1.0211050596067983
331,2450065,PENN ESTATES UTILITIES INCORP,Monroe,Ground water,4300,22,1631,6.192519926,42.67320662,16.92213366,20.41692213,Public/Private,1725,Urban,2,16,0,1,0,0,1,0.5794519754175533,1.0388551308952483,0.6921651024030108,1.4205480245824467
332,2450068,MUSHROOM FARM,Monroe,Ground water,172,3,693,7.6479076479999994,53.39105339,28.28282828,20.92352092,Private,70,Urban,2,6,0,1,0,1,1,0.803304375991667,0.6604376218474539,0.4907377043028029,1.196695624008333
333,2450070,PLEASANT VIEW LAKES POA,Monroe,Ground water,389,5,45,6.666666667,8.888888889,2.222222222,6.666666667,Private,120,Urban,0,35,0,1,0,1,1,0.5132724911545038,-0.41553619773046774,-0.7529607962630833,-0.5132724911545038
334,2450076,ESTATES AT HAMILTON HILLS,Monroe,Ground water,84,5,6,0.0,0.0,0.0,0.0,Private,30,Urban,10,38,0,1,0,1,1,0.5167053555072212,7.635034726557843,2.5100390525867025,9.483294644492778
335,2450079,GETZ PERSONAL CARE HOME,Monroe,Ground water,95,4,1,0.0,0.0,0.0,0.0,Private,3,Rural,0,1,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
336,2450080,TRI VALLEY ELDO LAKE DIVISION,Monroe,Ground water,310,4,150,4.0,6.666666667,2.666666667,2.0,Private,128,Rural,6,15,1,0,0,1,1,0.7292884660590181,3.164986889528857,1.4805458165559222,5.270711533940982
337,2450083,MOUNTAIN VIEW VILLAGE,Monroe,Ground water,100,3,1,0.0,0.0,0.0,0.0,Private,38,Rural,1,37,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
338,2450084,LYNWOOD ACRES MOBILE HOME PARK,Monroe,Ground water,77,5,4,0.0,25.0,0.0,25.0,Private,38,Rural,2,8,1,0,0,1,1,0.936391325052223,0.5125523321838157,0.4007640054491509,1.063608674947777
339,2450086,AQUA PENNSYLVANIA PINECREST,Monroe,Ground water,500,3,96,6.25,47.91666667,16.66666667,25.0,Private,258,Rural,0,1,1,0,0,0,1,0.8544537244311885,-0.4466138209596844,-0.8701219768862973,-0.8544537244311885
340,2450087,GREEN MOUNTAIN ESTATES,Monroe,Ground water,108,5,7,0.0,28.57142857,14.28571429,14.28571429,Private,38,Rural,9,23,1,0,0,1,1,0.9718008144680814,3.742674047225865,1.6455210644222642,8.028199185531918
341,2450089,EDGEWOOD AT COUNTRYSIDE APTS,Monroe,Ground water,80,4,6,0.0,16.66666667,0.0,16.66666667,Private,33,Urban,3,6,0,1,0,1,1,0.6144252515572175,1.6599882461712865,0.9668997256469538,2.3855747484427825
342,2450092,FOX GLEN GARDENS,Monroe,Ground water,95,3,2,0.0,50.0,0.0,0.0,Private,28,Rural,5,50,1,0,0,1,1,1.2142175931181853,1.443295709706512,0.878884144522375,3.7857824068818147
343,2450093,AQUA PA ROBIN HOOD LAKES,Monroe,Ground water,492,12,141,7.092198582000001,9.929078014,2.836879433,6.382978723,Private,243,Urban,0,10,0,1,0,0,1,0.4068362561194149,-0.3983750325302298,-0.6999326610782332,-0.4068362561194149
344,2450096,WESTON SNR LIVING AT HILLCREST,Monroe,Ground water,72,4,8,12.5,25.0,12.5,12.5,Private,1,Rural,6,90,1,0,0,1,1,0.7776840866009217,2.965137811598101,1.420867839952294,5.222315913399078
345,2450097,POCONO PLATEAU PARK WELL 1,Monroe,Ground water,60,4,17,5.882352941000001,41.17647059,17.64705882,23.52941176,Private,39,Rural,1,49,1,0,0,1,1,1.0151168560344173,-0.006777233367736016,-0.006807682195812335,-0.015116856034417259
346,2450098,TOWN HOMES AT MAPLE LANE,Monroe,Ground water,60,3,3,0.0,33.33333333,0.0,33.33333333,Private,21,Urban,1,33,0,1,0,1,1,0.7306260438143242,0.16149795727179972,0.1469172719722092,0.26937395618567583
347,2450099,MANWALAMINK WATER CO   NS 1&2,Monroe,Ground water,600,3,25,4.0,44.0,20.0,20.0,Private,165,Urban,0,2,0,1,0,1,1,0.7691844826973336,-0.4409447872163222,-0.8459885281595941,-0.7691844826973336
348,2450104,TIMBER MOUNTAIN ESTATES,Monroe,Ground water,60,3,15,6.666666667,26.66666667,13.33333333,13.33333333,Private,20,Rural,0,34,1,0,0,1,1,0.8629078780391328,-0.4471254195812027,-0.8723786112254929,-0.8629078780391328
349,2450105,MONROE COUNTY CORRECTIONAL FAC,Monroe,Ground water,740,4,6,0.0,16.66666667,0.0,0.0,Public/Private,4,Urban,1,2,0,1,0,1,1,0.6144252515572175,0.26829993520566514,0.2315400232245043,0.3855747484427825
350,2450106,POCO APARTMENTS (LOWER),Monroe,Ground water,48,3,1,0.0,0.0,0.0,0.0,Private,24,Urban,3,10,0,1,0,1,1,0.5167053555072212,1.9993094760572605,1.0962067871136147,2.483294644492779
351,2450107,POCO APARTMENTS (UPPER),Monroe,Ground water,36,4,2,0.0,50.0,0.0,0.0,Private,18,Urban,0,10,0,1,0,1,1,0.8688028602378146,-0.44747727748776567,-0.8739386893636656,-0.8688028602378146
352,2450113,MANWALAMINK WATER CO  NS 3,Monroe,Ground water,1100,3,163,6.134969325,30.06134969,9.202453988,15.33742331,Private,370,Rural,0,7,1,0,0,0,1,0.7109509178680783,-0.43644962820854766,-0.8278833387766661,-0.7109509178680783
353,2450115,MOUNTAIN MANOR COMMUNITY,Monroe,Ground water,187,6,60,5.0,30.0,5.0,20.0,Private,69,Rural,0,36,1,0,0,1,1,0.9157217758009039,-0.450142991104305,-0.8859789174079793,-0.9157217758009039
354,2450117,VICTORIA VILLAGE TOWNHOUSE,Monroe,Ground water,99,4,8,12.5,12.5,0.0,0.0,Private,24,Rural,10,35,1,0,0,1,1,0.6829417176374974,5.921832923619881,2.168040204304269,9.317058282362503
355,2450119,PAWC MID MONROE,Monroe,Ground water,1580,14,498,5.62248996,38.55421687,13.25301205,19.27710843,Private,632,Rural,1,1,1,0,0,0,1,0.7824911242010398,0.12283361049780028,0.11409178965647628,0.21750887579896017
356,2450122,POCONO/JACKSON WATER AUTHORITY,Monroe,Ground water,2100,5,336,6.25,29.46428571,11.9047619,12.79761905,Local government,150,Rural,0,5,1,0,1,1,1,0.9004690990763053,-0.4493017578359649,-0.8821362317099317,-0.9004690990763053
357,2450123,OAK RUN VILLAGE,Monroe,Ground water,70,3,6,0.0,0.0,0.0,0.0,Private,38,Rural,1,32,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
358,2450124,NORTHRIDGE AT CAMELBACK,Monroe,Ground water,330,6,102,6.8627450979999995,29.41176471,10.78431373,12.74509804,Private,276,Rural,0,66,1,0,0,0,1,0.6985730430322332,-0.43541728516662487,-0.8238417752896469,-0.6985730430322332
359,2450129,ROCKY RIDGE MOBILE HOME PARK,Monroe,Ground water,171,4,10,0.0,40.0,10.0,20.0,Private,89,Rural,0,57,1,0,0,1,1,1.0943616495480593,-0.4584997925963302,-0.9265840432347836,-1.0943616495480593
360,2450133,BLUE MTN LAKE UTILITY ASSOC,Monroe,Ground water,1753,9,1196,6.10367893,42.64214047,16.55518395,20.56856187,Private,723,Urban,0,0,0,1,0,0,1,0.5800300052169163,-0.42382208885880873,-0.7810456510696469,-0.5800300052169163
361,2450136,SULLIVAN TRAIL VILLAGE,Monroe,Ground water,45,4,3,0.0,33.33333333,0.0,0.0,Private,24,Rural,8,41,1,0,0,1,1,1.0211050596067983,3.112312622607257,1.4662976486124861,6.978894940393202
362,2450138,ESTATES AT STONE ROW,Monroe,Ground water,60,6,17,5.882352941000001,29.41176471,11.76470588,11.76470588,Private,24,Rural,1,44,1,0,0,1,1,0.8982873167493884,0.0508603981183777,0.04925033359305244,0.10171268325061156
363,2450141,AQUA PA WILD PINES WATER SYS,Monroe,Ground water,440,3,154,6.493506494,48.05194805,16.88311688,25.32467532,Private,175,Rural,0,2,1,0,0,1,1,1.0804522821390132,-0.45793391334486194,-0.9236809549968314,-1.0804522821390132
364,2450142,OAKS SENIOR COMMUNITY,Monroe,Ground water,84,4,6,0.0,16.66666667,0.0,0.0,Private,78,Rural,0,28,1,0,0,1,1,0.8587056790911433,-0.44687216528299706,-0.8712597964204263,-0.8587056790911433
365,2450677,MT AIRY CASINO & RESORT,Monroe,Ground water,7000,10,7,0.0,42.85714286,14.28571429,28.57142857,Private,3,Rural,0,31,1,0,0,1,1,1.127344802856791,-0.4597936825157362,-0.9333155999909009,-1.127344802856791
366,2520005,GRAMPAS WOODS ESTATES,Pike,Ground water,45,6,4,0.0,0.0,0.0,0.0,Private,28,Rural,2,20,1,0,0,1,1,0.722134746360665,0.7739339265213672,0.5550010267384162,1.2778652536393351
367,2520031,LAUREL WOODS MOBILE HOME PARK,Pike,Ground water,70,3,1,0.0,0.0,0.0,0.0,Private,26,Rural,5,166,1,0,0,1,1,0.722134746360665,2.5908718023667707,1.302574631247026,4.277865253639335
368,2520033,HEMLOCK FARMS (MAIN),Pike,Ground water,8321,17,602,1.993355482,22.92358804,6.478405316,11.62790698,Private,3248,Rural,0,11,1,0,0,0,1,0.7020142662118234,-0.4357072034922768,-0.8249725923844785,-0.7020142662118234
369,2520034,PAWC WILD ACRES,Pike,Ground water,2943,11,393,4.8346055980000004,13.48600509,0.254452926,10.43256997,Private,1204,Rural,0,0,1,0,0,0,1,0.6101211706118773,-0.4270962744877152,-0.7926813718417239,-0.6101211706118773
370,2520035,PAWC MARCEL LAKES,Pike,Ground water,845,10,173,6.3583815029999995,11.56069364,3.468208092,4.046242775,Private,354,Rural,0,0,1,0,0,0,1,0.5846475915666882,-0.42434135348778035,-0.782869370221622,-0.5846475915666882
371,2520036,THE ESCAPE,Pike,Ground water,1100,18,22,0.0,4.545454545,0.0,0.0,Private,371,Rural,0,29,1,0,0,0,1,0.5973884498479112,-0.42574193955205514,-0.7878286456610564,-0.5973884498479112
372,2520037,AQUA PA FAWN LAKE FOREST,Pike,Ground water,6533,29,668,2.694610778,21.85628743,11.22754491,8.682634731,Private,2177,Rural,1,8,1,0,0,0,1,0.6870745680556457,0.197860284073436,0.1766656632506167,0.3129254319443543
373,2520040,TRANQUILITY FALLS,Pike,Ground water,121,7,6,0.0,0.0,0.0,0.0,Private,26,Rural,0,0,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
374,2520042,RUSTIC ACRES MHP,Pike,Ground water,73,4,1,0.0,0.0,0.0,0.0,Private,55,Rural,0,27,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
375,2520044,MUNI AUTH OF BORO OF MATAMORAS,Pike,Ground water,2900,14,1675,5.791044776000001,11.94029851,0.656716418,6.507462687,Local government,1160,Urban,0,17,0,1,1,0,1,0.4266596509527953,-0.4020349915381065,-0.7107363664252548,-0.4266596509527953
376,2520046,MILFORD WATER AUTHORITY,Pike,Groundwater under influence of surface water,2420,4,994,1.710261569,6.941649899,2.012072435,3.3199195169999998,Local government,788,Urban,1,15,0,1,1,0,1,0.43037835355578696,0.5329811813539949,0.41252013612218114,0.569621646444213
377,2520048,HITCHING POST ASSOC,Pike,Ground water,90,3,1,0.0,0.0,0.0,0.0,Private,38,Rural,1,33,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
378,2520050,PAWC POCONO MTN LAKE FOREST,Pike,Ground water,180,4,50,4.0,14.0,0.0,10.0,Private,63,Rural,2,2,1,0,0,1,1,0.7870436621981317,0.6815216751274277,0.5029651863271547,1.2129563378018684
379,2520051,TWIN LAKES UTILITIES INC,Pike,Ground water,300,4,17,5.882352941000001,11.76470588,0.0,11.76470588,Private,120,Rural,0,4,1,0,0,1,1,0.7477632381924679,-0.4393568919442999,-0.8394955133935957,-0.7477632381924679
380,2520054,POCONO RANCH LANDS SECT 4,Pike,Ground water,225,4,60,6.666666667,36.66666667,13.33333333,20.0,Private,100,Rural,1,12,1,0,0,1,1,0.957414696675538,0.02011929409442844,0.019858912393379412,0.042585303324461976
381,2520056,PAWC ALL SEASONS SYSTEM,Pike,Ground water,100,3,7,0.0,14.28571429,0.0,14.28571429,Private,44,Rural,0,0,1,0,0,1,1,0.8377178133130093,-0.44557602081288034,-0.8655861199706824,-0.8377178133130093
382,2520058,POCONO MTN LAKE ESTATES SECT5A,Pike,Ground water,150,7,48,6.25,37.5,14.58333333,20.83333333,Private,55,Rural,0,55,1,0,0,1,1,0.9717395226288194,-0.4530417565973877,-0.8995427784524578,-0.9717395226288194
383,2520061,AQUA PA TAFTON WILSON HILL,Pike,Ground water,80,3,13,7.692307692000001,0.0,0.0,0.0,Private,80,Rural,0,1,1,0,0,1,1,0.644146879283824,-0.43050926571366294,-0.8051719184707761,-0.644146879283824
384,2520062,PAWC SAW CREEK ESTATES,Pike,Ground water,6833,23,1498,6.408544726000001,47.12950601,16.42189586,28.03738318,Private,3344,Urban,0,0,0,1,0,0,1,0.6049749373413589,-0.42655420380300646,-0.7907322107577132,-0.6049749373413589
385,2520065,AQUA PA TANGLEWOOD LAKES,Pike,Ground water,1321,14,153,5.22875817,2.614379085,0.653594771,1.307189542,Private,363,Rural,0,2,1,0,0,0,1,0.5417552068257178,-0.4192604155793679,-0.7653556840992571,-0.5417552068257178
386,2520066,AQUA PA TANGLWOOD NORTH,Pike,Ground water,690,10,130,6.153846154,8.461538462,2.307692308,3.8461538460000004,Private,230,Rural,0,1,1,0,0,0,1,0.5678395725884784,-0.4224202281832904,-0.7761614999082553,-0.5678395725884784
387,2520070,TAMIMENT RESORT,Pike,Ground water,1200,8,230,6.52173913,48.69565217,16.95652174,29.13043478,Private,510,Rural,0,15,1,0,0,0,1,0.8579287027671916,-0.446825114855275,-0.8710523122681857,-0.8579287027671916
388,2520073,KILLIAM TRACT,Pike,Ground water,39,2,9,0.0,0.0,0.0,0.0,Private,50,Rural,0,4,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
389,2520075,LAKE WALLENPAUPACK ESTATES POA,Pike,Ground water,204,9,23,4.347826087,8.695652174,0.0,4.347826087,Private,50,Rural,0,1,1,0,0,1,1,0.7409911385597795,-0.4388395223417442,-0.8374034240016791,-0.7409911385597795
390,2520085,PAWC MILFORD LANDING,Pike,Ground water,468,6,28,3.571428571,10.71428571,0.0,7.142857143,Private,177,Urban,0,0,0,1,0,1,1,0.5477199322194997,-0.4200030980617124,-0.7678708617241597,-0.5477199322194997
391,2520086,CRESCENT LAKE NORTH COMM ASSOC,Pike,Ground water,80,3,2,0.0,0.0,0.0,0.0,Private,42,Urban,2,6,0,1,0,1,1,0.5167053555072212,1.1942058688428914,0.765793428320736,1.4832946444927788
392,2520089,POC MTN LAKE EST SECT 1E,Pike,Ground water,140,6,24,8.333333332999999,37.5,12.5,20.83333333,Private,55,Rural,0,89,1,0,0,1,1,0.9421227805536619,-0.45154514729943035,-0.8924759467939279,-0.9421227805536619
393,2520095,OAK MANOR ESTATES,Pike,Ground water,46,3,1,0.0,0.0,0.0,0.0,Private,32,Urban,2,13,0,1,0,1,1,0.5167053555072212,1.1942058688428914,0.765793428320736,1.4832946444927788
394,2520096,PAWC PINE RIDGE SYSTEM,Pike,Ground water,2450,16,299,7.023411371,37.12374582,13.71237458,20.06688963,Private,1034,Rural,0,0,1,0,0,0,1,0.7550638582868181,-0.4399062408016266,-0.841729428413632,-0.7550638582868181
395,2520100,HAPPY HOLLOW,Pike,Ground water,89,3,7,0.0,14.28571429,0.0,14.28571429,Private,74,Rural,1,12,1,0,0,1,1,0.8377178133130093,0.0863167164929133,0.0818441430050146,0.16228218668699068
396,2520103,MOON VALLEY FALLS,Pike,Ground water,120,10,4,0.0,25.0,0.0,0.0,Private,50,Urban,2,6,0,1,0,1,1,0.6700112616701831,0.8593572229650405,0.6010340968523361,1.329988738329817
397,2520107,PIKE COUNTY CORRECTIONAL FACIL,Pike,Ground water,376,4,14,7.142857143,21.42857143,7.142857143,7.142857143,Local government,5,Rural,0,0,1,0,1,1,1,0.8174064841262331,-0.44426977497307685,-0.8599544457812609,-0.8174064841262331
398,2520110,DEERHAVEN WHITE BEAUTY VIEW ES,Pike,Ground water,53,3,2,0.0,0.0,0.0,0.0,Private,21,Rural,0,67,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
399,2520201,LAUREL LANE DEVELOPMENT ASSOC,Pike,Ground water,179,12,10,0.0,0.0,0.0,0.0,Private,43,Rural,1,27,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
400,2521031,AQUA PA WOODLEDGE VILLAGE,Pike,Ground water,58,3,37,2.702702703,16.21621622,8.108108108,8.108108108,Private,32,Rural,0,1,1,0,0,1,1,0.8210553932187588,-0.44450834315602733,-0.8609766808109426,-0.8210553932187588
401,2570003,DUSHORE WATER AUTHORITY,Sullivan,Ground water,400,17,20,5.0,5.0,5.0,5.0,Local government,409,Rural,2,396,1,0,1,0,1,0.5613522208583887,1.0806289096975328,0.7124054024350489,1.4386477791416112
402,2570004,LAPORTE BORO MUN WATER SYSTEM,Sullivan,Ground water,325,8,9,0.0,11.11111111,0.0,0.0,Local government,188,Rural,0,8,1,0,1,1,1,0.8165027305471911,-0.44421041720344495,-0.8597005378088595,-0.8165027305471911
403,2570005,RED ROCK JOB CORPS CENTER,Sullivan,Ground water,425,7,2,0.0,0.0,0.0,0.0,State government,41,Rural,0,0,1,0,1,1,1,0.7274563056956893,-0.4377823431139068,-0.8331633864475398,-0.7274563056956893
404,2580001,WHITES MOBILE HOME PARK,Susquehanna,Ground water,90,7,1,0.0,0.0,0.0,0.0,Private,30,Rural,0,5,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
405,2580010,AQUA PA WATER CO BROOKLYN,Susquehanna,Ground water,44,4,4,0.0,0.0,0.0,0.0,Private,17,Rural,0,2,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
406,2580012,AQUA PA WATER CO HOP BOTTOM,Susquehanna,Ground water,265,4,5,0.0,0.0,0.0,0.0,Private,90,Rural,0,2,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
407,2580019,NEW MILFORD MUNICIPAL AUTH,Susquehanna,Ground water,979,6,38,2.631578947,7.894736842,2.631578947,2.631578947,Local government,494,Rural,0,8,1,0,1,0,1,0.5992152703665934,-0.4259389852325919,-0.7885311425837128,-0.5992152703665934
408,2580022,SHADY LANE HOME PARK,Susquehanna,Ground water,40,3,1,0.0,0.0,0.0,0.0,Private,31,Rural,1,9,1,0,0,1,1,0.722134746360665,0.16828796790623257,0.1525517314533466,0.277865253639335
409,2580023,PA AMER WATER CO MONTROSE,Susquehanna,Surface water,1890,3,151,3.311258278,2.649006623,0.662251656,1.324503311,Private,765,Rural,0,1,1,0,0,0,0,1.249301367671244,-0.4640609872850857,-0.9565141135605696,-1.249301367671244
410,2580024,PA AMER WATER CO SUSQUEHANNA,Susquehanna,Surface water,4230,8,381,3.937007874,2.887139108,0.524934383,1.312335958,Private,1637,Rural,1,1,1,0,0,0,0,1.2408077485947422,-0.09000879420974503,-0.09595831547103803,-0.2408077485947422
411,2580025,OAKLAND BOROUGH WATER CO,Susquehanna,Ground water,850,4,31,3.225806452,6.451612902999999,0.0,3.225806452,Local government,256,Urban,1,49,0,1,1,0,1,0.4186583954000447,0.5562486257537783,0.4269080515897245,0.5813416045999553
412,2580026,PA AMER WATER THOMPSON,Susquehanna,Ground water,225,7,6,0.0,0.0,0.0,0.0,Private,97,Rural,0,0,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
413,2580027,HARFORD MUNI AUTH WATER SYSTEM,Susquehanna,Ground water,100,3,5,0.0,0.0,0.0,0.0,Private,55,Rural,0,11,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
414,2580032,LAKE WALTER WATER ASSOCIATION,Susquehanna,Ground water,165,6,9,0.0,0.0,0.0,0.0,Private,55,Rural,0,22,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
415,2580035,OAKLAND TRAILER PARK,Susquehanna,Ground water,90,4,1,0.0,0.0,0.0,0.0,Private,35,Urban,1,6,0,1,0,1,1,0.5167053555072212,0.3891022616285223,0.3184826581381152,0.4832946444927788
