,PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Minority,Percent_Below_Poverty_Line,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
422,2570004,LAPORTE BORO MUN WATER SYSTEM,Sullivan,Ground water,325,8,6.5,13.0,Local government,188,Rural,8,0,8,1,0,1,1,1,0.7229327873461118,-0.4363171824465857,-0.8304509966629635,-0.7229327873461118
423,2570005,RED ROCK JOB CORPS CENTER,Sullivan,Ground water,425,7,6.5,13.0,State government,41,Rural,0,0,0,1,0,1,1,1,0.7229327873461118,-0.4363171824465857,-0.8304509966629635,-0.7229327873461118
424,2580001,WHITES MOBILE HOME PARK,Susquehanna,Ground water,90,7,3.4,13.0,Private,30,Rural,5,0,5,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
425,2580010,AQUA PA WATER CO BROOKLYN,Susquehanna,Ground water,44,4,3.4,13.0,Private,17,Rural,2,0,2,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
426,2580012,AQUA PA WATER CO HOP BOTTOM,Susquehanna,Ground water,265,4,3.4,13.0,Private,90,Rural,2,0,2,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
427,2580015,LAZY BROOK PARK,Susquehanna,Ground water,51,4,3.4,13.0,Private,21,Rural,8,7,15,1,0,0,1,1,0.7500360864953822,3.6532037725946394,1.6177654761163864,6.249963913504618
428,2580019,NEW MILFORD MUNICIPAL AUTH,Susquehanna,Ground water,979,6,3.4,13.0,Local government,494,Rural,8,0,8,1,0,1,0,1,0.4759633257307293,-0.40925211381855203,-0.734720774784705,-0.4759633257307293
429,2580021,WEIDAS MOBILE HOME PARK,Susquehanna,Ground water,77,3,3.4,13.0,Private,29,Rural,34,0,34,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
430,2580022,SHADY LANE HOME PARK,Susquehanna,Ground water,40,3,3.4,13.0,Private,31,Rural,8,1,9,1,0,0,1,1,0.7500360864953822,0.14610790149595237,0.13397049349483345,0.24996391350461777
431,2580023,PA AMER WATER CO MONTROSE,Susquehanna,Surface water,1890,3,3.4,13.0,Private,765,Rural,1,0,1,1,0,0,0,0,1.4085780121288352,-0.4672929935310576,-0.9815799738311818,-1.4085780121288352
432,2580024,PA AMER WATER CO SUSQUEHANNA,Susquehanna,Surface water,4230,8,3.4,13.0,Private,1637,Rural,0,1,1,1,0,0,0,0,1.4085780121288352,-0.13554495436862546,-0.14997473596098088,-0.40857801212883516
433,2580025,OAKLAND BOROUGH WATER CO,Susquehanna,Ground water,850,4,3.4,13.0,Local government,256,Rural,48,1,49,1,0,1,0,1,0.4759633257307293,0.45058748241555285,0.35959434402738993,0.5240366742692707
434,2580026,PA AMER WATER THOMPSON,Susquehanna,Ground water,225,7,3.4,13.0,Private,97,Rural,0,0,0,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
435,2580027,HARFORD MUNI AUTH WATER SYSTEM,Susquehanna,Ground water,100,3,3.4,13.0,Private,55,Rural,11,0,11,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
436,2580032,LAKE WALTER WATER ASSOCIATION,Susquehanna,Ground water,165,6,3.4,13.0,Private,55,Rural,22,0,22,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
437,2580035,OAKLAND TRAILER PARK,Susquehanna,Ground water,90,4,3.4,13.0,Private,35,Rural,5,1,6,1,0,0,1,1,0.7500360864953822,0.14610790149595237,0.13397049349483345,0.24996391350461777
438,2580036,LAKE RAYLEAN WATER ASSOCIATION,Susquehanna,Ground water,47,3,3.4,13.0,Private,23,Rural,63,0,63,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
439,2580038,LIBERTY PARK,Susquehanna,Ground water,40,3,3.4,13.0,Private,20,Rural,5,1,6,1,0,0,1,1,0.7500360864953822,0.14610790149595237,0.13397049349483345,0.24996391350461777
440,2580040,TERRACE HILL MHP,Susquehanna,Ground water,90,4,3.4,13.0,Private,47,Rural,10,0,10,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
441,2580042,ELK MEADOWS,Susquehanna,Ground water,96,4,3.4,13.0,Private,35,Rural,12,1,13,1,0,0,1,1,0.7500360864953822,0.14610790149595237,0.13397049349483345,0.24996391350461777
442,2580046,GRACIOUS LIVING ESTATES PCH,Susquehanna,Ground water,77,3,3.4,13.0,Private,1,Rural,50,0,50,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
443,2580047,CHOCONUT CREEK APARTMENTS,Susquehanna,Ground water,25,3,3.4,13.0,Private,24,Rural,65,0,65,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
444,2580048,TIFFANY PINES,Susquehanna,Ground water,150,3,3.4,13.0,Public/Private,40,Rural,106,0,106,1,0,0,1,1,0.7500360864953822,-0.43840807702049545,-0.838886005190663,-0.7500360864953822
445,2590008,SOMERS LANE MHP,Tioga,Ground water,130,3,3.8,14.4,Private,60,Rural,306,0,306,1,0,0,1,1,0.7180189230014963,-0.43592455578615313,-0.8288874369419819,-0.7180189230014963
446,2590013,HILLSIDE VIEW MHP,Tioga,Ground water,85,3,3.8,14.4,Private,47,Rural,6,0,6,1,0,0,1,1,0.7180189230014963,-0.43592455578615313,-0.8288874369419819,-0.7180189230014963
447,2590017,PLEASANT VILLAGE MHP,Tioga,Ground water,40,3,3.8,14.4,Private,24,Rural,12,0,12,1,0,0,1,1,0.7180189230014963,-0.43592455578615313,-0.8288874369419819,-0.7180189230014963
448,2590018,MIDDLEBURY MHC,Tioga,Ground water,57,3,3.8,14.4,Private,21,Rural,85,0,85,1,0,0,1,1,0.7180189230014963,-0.43592455578615313,-0.8288874369419819,-0.7180189230014963
449,2590029,WATROUS WATER ASSOCIATION,Tioga,Groundwater under influence of surface water,44,7,3.8,14.4,Private,15,Rural,283,0,283,1,0,0,1,1,0.7180189230014963,-0.43592455578615313,-0.8288874369419819,-0.7180189230014963
450,2590031,TIOGA BORO MUNICIPAL AUTHORITY,Tioga,Ground water,640,5,3.8,14.4,Local government,328,Rural,252,0,252,1,0,1,0,1,0.45564564250001954,-0.406078590280821,-0.7247853904625645,-0.45564564250001954
451,2590033,BLOSSBURG MUNICIPAL AUTHORITY,Tioga,Surface water,1650,9,3.8,14.4,Local government,668,Rural,4,0,4,1,0,1,0,0,1.2669149744834252,-0.4632947963436935,-0.9579132540947852,-1.2669149744834252
452,2590035,ELKLAND BOROUGH WATER SYSTEM,Tioga,Ground water,1820,4,3.8,14.4,Local government,820,Rural,308,1,309,1,0,1,0,1,0.45564564250001954,0.4851371976125167,0.3820288091126629,0.5443543574999805
453,2590036,KNOXVILLE WATER DEPARTMENT,Tioga,Ground water,590,5,3.8,14.4,Local government,315,Rural,108,13,121,1,0,1,0,1,0.45564564250001954,11.179726652332569,3.107926862383663,12.54435435749998
454,2590038,MANSFIELD BOROUGH MUN AUTH,Tioga,Surface water,4100,11,3.8,14.4,Local government,921,Rural,28,0,28,1,0,1,0,0,1.2669149744834252,-0.4632947963436935,-0.9579132540947852,-1.2669149744834252
455,2590041,DELMAR MEADOWS MHC,Tioga,Ground water,64,5,3.8,14.4,Private,50,Rural,5,0,5,1,0,0,1,1,0.7180189230014963,-0.43592455578615313,-0.8288874369419819,-0.7180189230014963
456,2590042,WELLSBORO MUNICIPAL AUTHORITY,Tioga,Surface water,8225,15,3.8,14.4,Local government,1523,Rural,23,3,26,1,0,1,0,0,1.2669149744834252,0.6337672930816802,0.4750810646486016,1.7330850255165748
457,2590043,WESTFIELD BOROUGH WATERWORKS,Tioga,Ground water,1300,8,3.8,14.4,Local government,550,Rural,126,0,126,1,0,1,0,1,0.45564564250001954,-0.406078590280821,-0.7247853904625645,-0.45564564250001954
458,2590044,BLOSS TWP MUNICIPAL AUTHORITY,Tioga,Ground water,325,3,3.8,14.4,Local government,186,Rural,47,3,50,1,0,1,1,1,0.6746037075701793,1.4900202011475019,0.8965036711611142,2.325396292429821
459,2590045,OSCEOLA TWP MUNICIPAL AUTHORIT,Tioga,Ground water,400,4,3.8,14.4,Local government,192,Rural,138,1,139,1,0,1,1,1,0.6746037075701793,0.2085008265805366,0.18511584713745569,0.3253962924298207
460,2590048,DUNCAN TWP MUNICIPAL AUTHORITY,Tioga,Ground water,220,6,3.8,14.4,Local government,101,Rural,372,2,374,1,0,1,1,1,0.6746037075701793,0.8492605138640192,0.5952068575727398,1.3253962924298208
461,2590049,HAMILTON TWP MUN AUTH,Tioga,Surface water purchased,400,5,3.8,14.4,Local government,164,Rural,3,0,3,1,0,1,1,0,1.8757241576444155,-0.4765836074444138,-1.0445965946311544,-1.8757241576444155
462,2590050,LAWRENCEVILLE BORO AUTHORITY,Tioga,Ground water,600,4,3.8,14.4,Local government,270,Rural,277,0,277,1,0,1,0,1,0.45564564250001954,-0.406078590280821,-0.7247853904625645,-0.45564564250001954
463,2590051,NELSON TOWNSHIP AUTHORITY,Tioga,Surface water,300,8,3.8,14.4,Local government,122,Rural,532,10,542,1,0,1,1,0,1.8757241576444155,2.0642143318587736,1.1223671844572178,8.124275842355585
464,2590053,GEORGE DEAR MHP,Tioga,Ground water,200,6,3.8,14.4,Private,50,Rural,59,1,60,1,0,0,1,1,0.7180189230014963,0.17119670776478632,0.1549084216141145,0.2819810769985037
465,2590054,BAKERCREST PCH,Tioga,Ground water,35,4,3.8,14.4,Private,1,Rural,576,0,576,1,0,0,1,1,0.7180189230014963,-0.43592455578615313,-0.8288874369419819,-0.7180189230014963
466,2590812,MANSFIELD UNIVERSITY,Tioga,Surface water,3000,7,3.8,14.4,State government,36,Rural,93,3,96,1,0,1,1,0,1.8757241576444155,0.28565577434654243,0.2448080010220241,1.1242758423555845
467,2640004,SUNRISE TERRACE MOBILE HOME PK,Wayne,Ground water,144,6,8.9,12.9,Private,70,Rural,1,0,1,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
468,2640006,NEVILLES MOBILE HOME COURT,Wayne,Ground water,85,3,8.9,12.9,Private,34,Rural,4,0,4,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
469,2640008,LAKESIDE MOBILE HOME PARK,Wayne,Ground water,48,5,8.9,12.9,Private,19,Rural,2,1,3,1,0,0,1,1,0.787474574114649,0.11904596198214656,0.11078102791629456,0.21252542588535095
470,2640010,CHERRY HILL AT HOLIDAY PARK,Wayne,Ground water,100,3,8.9,12.9,Private,42,Rural,2,5,7,1,0,0,1,1,0.787474574114649,2.359643038519561,1.2244951100638974,4.212525425885351
471,2640012,CANAL MOBILE HOME PARK,Wayne,Ground water,200,6,8.9,12.9,Private,50,Rural,4,0,4,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
472,2640014,THE DEVEREUX FOUNDATION,Wayne,Ground water,115,5,8.9,12.9,Private,4,Rural,1,1,2,1,0,0,1,1,0.787474574114649,0.11904596198214656,0.11078102791629456,0.21252542588535095
473,2640015,PORT FLORENCE DEVELOPMENT,Wayne,Ground water,100,7,8.9,12.9,Private,20,Rural,1,0,1,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
474,2640017,AQUA PA GARDEN HILLS,Wayne,Ground water,90,4,8.9,12.9,Private,41,Rural,1,0,1,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
475,2640018,AQUA PA HONESDALE,Wayne,Ground water,5500,17,8.9,12.9,Private,2374,Rural,2,1,3,1,0,0,0,1,0.5318816873498601,0.3670433367733686,0.30305435852570445,0.4681183126501399
476,2640019,HILLTOP VILLAGE ASSOCIATION,Wayne,Ground water,86,12,8.9,12.9,Private,45,Rural,2,3,5,1,0,0,1,1,0.787474574114649,1.2393445002508536,0.787202351338593,2.212525425885351
477,2640020,AQUA PA WATER CO SCI WAYMART,Wayne,Ground water,3200,9,8.9,12.9,Private,4,Rural,1,0,1,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
478,2640022,AQUA PA GOULDSBORO,Wayne,Ground water,350,3,8.9,12.9,Private,141,Rural,2,0,2,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
479,2640023,LAKE WALLENPAUPACK SANDY SHORE,Wayne,Ground water,499,12,8.9,12.9,Private,170,Rural,4,1,5,1,0,0,1,1,0.787474574114649,0.11904596198214656,0.11078102791629456,0.21252542588535095
480,2640024,CHERRY HILL MOBILE HOME COURT,Wayne,Ground water,86,4,8.9,12.9,Private,38,Rural,1,4,5,1,0,0,1,1,0.787474574114649,1.799493769385207,1.0217153744768281,3.212525425885351
481,2640025,ROAMINGWOOD SEWER AND WATER,Wayne,Ground water,7105,15,8.9,12.9,Private,3046,Rural,23,4,27,1,0,0,0,1,0.5318816873498601,2.719290579754147,1.3403961827878819,3.46811831265014
482,2640028,AQUA PA WATER CO HAWLEY,Wayne,Ground water,1800,14,8.9,12.9,Private,806,Rural,1,1,2,1,0,0,0,1,0.5318816873498601,0.3670433367733686,0.30305435852570445,0.4681183126501399
483,2640031,AQUA PA WAYNE COUNTY PRISON,Wayne,Ground water,160,3,8.9,12.9,Private,1,Rural,1,0,1,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
484,2640032,AQUA PA WATER CO  WAYMART,Wayne,Ground water,1100,14,8.9,12.9,Private,415,Rural,2,0,2,1,0,0,0,1,0.5318816873498601,-0.41703907755355757,-0.7600938480025194,-0.5318816873498601
485,2640036,WALLENPAUPACK LAKE ESTATES,Wayne,Ground water,2200,15,8.9,12.9,Private,955,Rural,28,1,29,1,0,0,0,1,0.5318816873498601,0.3670433367733686,0.30305435852570445,0.4681183126501399
486,2640042,ARNOLD APARTMENTS,Wayne,Ground water,44,3,8.9,12.9,Private,19,Rural,17,5,22,1,0,0,1,1,0.787474574114649,2.359643038519561,1.2244951100638974,4.212525425885351
487,2640044,HAMLIN WATER COMPANY,Wayne,Ground water,400,5,8.9,12.9,Private,90,Rural,33,3,36,1,0,0,1,1,0.787474574114649,1.2393445002508536,0.787202351338593,2.212525425885351
488,2640046,SABER HEALTH CARE GROUP,Wayne,Ground water,200,3,8.9,12.9,Private,1,Rural,89,0,89,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
489,2640047,PAW INDIAN ROCKS,Wayne,Ground water,1100,16,8.9,12.9,Private,404,Rural,3,2,5,1,0,0,0,1,0.5318816873498601,1.1511257511002948,0.7451335785602379,1.46811831265014
490,2640048,AQUA PA PAUPACKAN LAKE ESTATES,Wayne,Ground water,800,18,8.9,12.9,Private,400,Rural,2,1,3,1,0,0,0,1,0.5318816873498601,0.3670433367733686,0.30305435852570445,0.4681183126501399
491,2640049,PINE GROVE ESTATES,Wayne,Ground water,263,14,8.9,12.9,Private,120,Rural,19,1,20,1,0,0,1,1,0.787474574114649,0.11904596198214656,0.11078102791629456,0.21252542588535095
492,2640050,RYAN HILL DEVELOPMENT,Wayne,Ground water,75,3,8.9,12.9,Private,25,Rural,2,0,2,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
493,2640051,WOODLAND HILLS,Wayne,Ground water,320,8,8.9,12.9,Private,125,Rural,15,2,17,1,0,0,1,1,0.787474574114649,0.6791952311165,0.5012562595298242,1.2125254258853508
494,2640052,PARADISE POINT,Wayne,Ground water,300,4,8.9,12.9,Private,150,Rural,69,0,69,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
495,2640054,SALEM HEIGHTS ESTATES,Wayne,Ground water,62,3,8.9,12.9,Private,40,Rural,621,16,637,1,0,0,1,1,0.787474574114649,8.52128499899745,2.6741020542996874,15.212525425885351
496,2640055,WOODLYN RESIDENCES,Wayne,Ground water,35,3,8.9,12.9,Private,14,Rural,35,0,35,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
497,2640056,MOUNTAIN CREST DEVELOPMENT,Wayne,Ground water,44,2,8.9,12.9,Private,16,Rural,5,0,5,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
498,2640057,HIMALAYAN INSTITUTE,Wayne,Ground water,124,8,8.9,12.9,Public/Private,14,Rural,101,4,105,1,0,0,1,1,0.787474574114649,1.799493769385207,1.0217153744768281,3.212525425885351
499,2640063,BUCKINGHAM ESTATES,Wayne,Ground water,57,3,8.9,12.9,Private,29,Rural,1,0,1,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
500,2640064,HOLLISTER HEIGHTS MHP,Wayne,Ground water,60,3,8.9,12.9,Private,22,Rural,3,0,3,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
501,2640065,BETHANY VILLAGE,Wayne,Ground water,99,3,8.9,12.9,Private,4,Rural,64,0,64,1,0,0,1,1,0.787474574114649,-0.441103307152207,-0.85004108947801,-0.787474574114649
502,2640703,ASPEN RIDGE POA,Wayne,Ground water,100,3,8.9,12.9,Local government,38,Rural,12,2,14,1,0,1,1,1,0.7398597032711952,0.7453908285815001,0.5387774704674311,1.260140296728805
503,2660004,WINOLA WATER CO,Wyoming,Ground water,130,5,4.2,11.0,Private,45,Rural,98,0,98,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
504,2660008,COPPER KETTLE MHP,Wyoming,Ground water,62,3,4.2,11.0,Private,27,Rural,1,0,1,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
505,2660010,MESHOPPEN BOROUGH WATER CO,Wyoming,Ground water,563,6,4.2,11.0,Local government,186,Rural,15,1,16,1,0,1,1,1,0.7585303921996508,0.13976295384687684,0.12859137104023627,0.2414696078003492
506,2660011,NICHOLSON BORO AUTH,Wyoming,Ground water,1000,5,4.2,11.0,Local government,234,Rural,5,1,6,1,0,1,0,1,0.5123320017829084,0.3945089308288478,0.3220193807256724,0.4876679982170916
507,2660012,SUEZ WATER PA NOXEN,Wyoming,Ground water,315,3,4.2,11.0,Private,105,Rural,0,0,0,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
508,2660014,TUNKHANNOCK BORO MUNIC AUTH,Wyoming,Ground water,5349,14,4.2,11.0,Local government,835,Rural,5,0,5,1,0,1,0,1,0.5123320017829084,-0.41446137739553385,-0.7515295381126795,-0.5123320017829084
509,2660015,WESTGATE WATER SYSTEM,Wyoming,Ground water,150,4,4.2,11.0,Local government,43,Rural,34,0,34,1,0,1,1,1,0.7585303921996508,-0.4390384742915869,-0.8414659469911709,-0.7585303921996508
510,2660016,AQUA PA WASHINGTON PARK,Wyoming,Ground water,300,10,4.2,11.0,Private,156,Rural,10,0,10,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
511,2660017,AQUA PA RIVERCREST,Wyoming,Ground water,542,6,4.2,11.0,Private,215,Rural,8,0,8,1,0,0,0,1,0.5453039584741617,-0.4187275886855422,-0.7657982291496458,-0.5453039584741617
512,2660018,AQUA PA BUNKER HILL,Wyoming,Ground water,210,4,4.2,11.0,Private,66,Rural,5,0,5,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
513,2660019,LACEYVILLE WATER CO,Wyoming,Ground water,415,5,4.2,11.0,Local government,163,Rural,7,0,7,1,0,1,1,1,0.7585303921996508,-0.4390384742915869,-0.8414659469911709,-0.7585303921996508
514,2660020,MEHOOPANY TWP MUNICIPAL AUTH,Wyoming,Ground water,85,4,4.2,11.0,Private,31,Rural,3,0,3,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
515,2660023,MT AIRY LAKEVIEW ESTATES,Wyoming,Ground water,35,4,4.2,11.0,Private,24,Rural,5,0,5,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
516,2660024,DYMONDS MHP,Wyoming,Ground water,90,3,4.2,11.0,Private,36,Rural,40,0,40,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
517,2660027,COOKS MHP,Wyoming,Ground water,92,11,4.2,11.0,Private,42,Rural,83,2,85,1,0,0,1,1,0.8073468455025306,0.6536104673503582,0.4863995264000296,1.1926531544974694
518,2660031,OAKWOOD LAKE VILLAGE MHP,Wyoming,Ground water,273,3,4.2,11.0,Private,79,Rural,33,0,33,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
519,2660033,CLARENDON ACRES WATER CO,Wyoming,Ground water,280,8,4.2,11.0,Private,68,Rural,158,0,158,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
520,2660034,MAPLEWOOD HEIGHTS,Wyoming,Ground water,35,3,4.2,11.0,Private,14,Rural,3,1,4,1,0,0,1,1,0.8073468455025306,0.10557983087771136,0.09899402617474669,0.19265315449746945
521,2660035,VILLAGE OF MTN HEIGHTS,Wyoming,Ground water,54,3,4.2,11.0,Private,18,Rural,6,1,7,1,0,0,1,1,0.8073468455025306,0.10557983087771136,0.09899402617474669,0.19265315449746945
522,2660036,AQUA PA FACTORYVILLE,Wyoming,Ground water,2323,6,4.2,11.0,Private,221,Rural,6,0,6,1,0,0,0,1,0.5453039584741617,-0.4187275886855422,-0.7657982291496458,-0.5453039584741617
523,2660037,FREEMANS MHP,Wyoming,Ground water,83,3,4.2,11.0,Private,42,Rural,39,0,39,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
524,2660039,EATON SEWER & WATER CO,Wyoming,Ground water,3100,4,4.2,11.0,Private,98,Rural,11,0,11,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
525,2660042,WHITES FERRY ROAD APTS,Wyoming,Ground water,39,4,4.2,11.0,Public/Private,12,Rural,5,0,5,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
526,2660043,OLD ORCHARD APTS,Wyoming,Ground water,38,4,4.2,11.0,Public/Private,11,Rural,7,0,7,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
527,2660044,MESHOPPEN TOWNHOUSE APTS,Wyoming,Ground water,65,4,4.2,11.0,Public/Private,26,Rural,7,0,7,1,0,0,1,1,0.8073468455025306,-0.44245080559493555,-0.8557440939795088,-0.8073468455025306
528,2660047,WINOLA VIEW APTS,Wyoming,Ground water,28,3,4.2,11.0,Local government,24,Rural,15,0,15,1,0,1,1,1,0.7585303921996508,-0.4390384742915869,-0.8414659469911709,-0.7585303921996508
529,2660050,SCHOOLHOUSE HILL APTS,Wyoming,Ground water,38,3,4.2,11.0,Public/Private,20,Rural,56,1,57,1,0,0,1,1,0.8073468455025306,0.10557983087771136,0.09899402617474669,0.19265315449746945
530,3060002,BALLY MUNI WATER WORKS,Berks,Ground water,1090,8,25.3,14.2,Local government,458,Urban,2,0,2,0,1,1,0,1,0.4207873192201552,-0.40012493943723815,-0.7067152976026831,-0.4207873192201552
531,3060004,WOODLAND MHP,Berks,Ground water,61,4,25.3,14.2,Private,39,Urban,6,2,8,0,1,0,1,1,0.6630882193921775,0.8694274666133958,0.605843731472949,1.3369117806078226
532,3060005,GEISINGERS MHP,Berks,Ground water,90,6,25.3,14.2,Private,48,Urban,3,0,3,0,1,0,1,1,0.6630882193921775,-0.4312230014647799,-0.8106347482002683,-0.6630882193921775
533,3060010,BIRDSBORO MUNI WATER AUTH,Berks,Surface water,5353,7,25.3,14.2,Local government,2005,Urban,8,6,14,0,1,1,0,0,1.1699919983163867,1.8993102701714821,1.0607706265525316,4.8300080016836135
534,3060012,MAIDENCREEK TWP WATER AUTH,Berks,Ground water,7505,12,25.3,14.2,Local government,2607,Urban,4,0,4,0,1,1,0,1,0.4207873192201552,-0.40012493943723815,-0.7067152976026831,-0.4207873192201552
535,3060013,MAXATAWNY TWP MUNI AUTH,Berks,Ground water,425,5,25.3,14.2,Private,136,Urban,17,1,18,0,1,0,1,1,0.6630882193921775,0.21910223257430794,0.19351033916611307,0.33691178060782245
536,3060016,LENAPE HILLS TRAILER PARK,Berks,Ground water,44,3,25.3,14.2,Private,18,Urban,282,4,286,0,1,0,1,1,0.6630882193921775,2.1700779346915713,1.1579814522469902,3.3369117806078226
537,3060018,AQUA PA FLYING HILLS WA SYS,Berks,Ground water,3600,10,25.3,14.2,Private,1424,Urban,0,1,1,0,1,0,0,1,0.4478677694307093,0.49904865234350837,0.3909169629101059,0.5521322305692907
538,3060026,PARK PLACE COURT,Berks,Ground water,29,4,25.3,14.2,Private,19,Urban,44,0,44,0,1,0,1,1,0.6630882193921775,-0.4312230014647799,-0.8106347482002683,-0.6630882193921775
539,3060028,VALLEY VIEW MHP BLANDON,Berks,Ground water,50,3,25.3,14.2,Private,30,Urban,3,0,3,0,1,0,1,1,0.6630882193921775,-0.4312230014647799,-0.8106347482002683,-0.6630882193921775
540,3060029,FLEETWOOD BORO WATER SYSTEM,Berks,Ground water,4218,40,25.3,14.2,Local government,1694,Urban,25,0,25,0,1,1,0,1,0.4207873192201552,-0.40012493943723815,-0.7067152976026831,-0.4207873192201552
541,3060030,AQUA PA GEIGERTOWN WATER SYS,Berks,Ground water,200,6,25.3,14.2,Private,75,Urban,1,0,1,0,1,0,1,1,0.6630882193921775,-0.4312230014647799,-0.8106347482002683,-0.6630882193921775
542,3060031,LAUREL HEALTH RESOURCES,Berks,Ground water,240,7,25.3,14.2,Private,2,Urban,1,0,1,0,1,0,1,1,0.6630882193921775,-0.4312230014647799,-0.8106347482002683,-0.6630882193921775
543,3060032,VILLAGE OF PLEASANT HILL,Berks,Ground water,1200,7,25.3,14.2,Private,354,Urban,4,1,5,0,1,0,0,1,0.4478677694307093,0.49904865234350837,0.3909169629101059,0.5521322305692907
544,3060034,LE MA KE DE MOBILE CT,Berks,Ground water,90,3,25.3,14.2,Private,50,Urban,3,0,3,0,1,0,1,1,0.6630882193921775,-0.4312230014647799,-0.8106347482002683,-0.6630882193921775
545,3060035,HAMBURG MUNI WATER&SEWER AUTH,Berks,Surface water,4990,11,25.3,14.2,Local government,2229,Urban,11,3,14,0,1,1,0,0,1.1699919983163867,0.7196164045446968,0.5247808160535399,1.8300080016836133
546,3060036,WILL O HILL APTS,Berks,Ground water,300,4,25.3,14.2,Private,190,Urban,4,0,4,0,1,0,1,1,0.6630882193921775,-0.4312230014647799,-0.8106347482002683,-0.6630882193921775
547,3060037,HEREFORD EST MHP,Berks,Ground water,710,4,25.3,14.2,Private,344,Urban,3,0,3,0,1,0,0,1,0.4478677694307093,-0.40480847591895674,-0.7208698192639291,-0.4478677694307093
548,3060038,MUHLENBERG TWP MUNI AUTH,Berks,Ground water,21000,38,25.3,14.2,Local government,7851,Urban,8,2,10,0,1,1,0,1,0.4207873192201552,1.5016668739605106,0.898973056932984,1.5792126807798448
